NAME,T,E,MMIP,MSLOT,UMIP,USLOT,S,M,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s088,9,15,140.960128,140.960128,22866,16000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s089,9,16,159.220434,159.220435,61655,17000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s053,9,16,160.173213,160.173214,63239,16000,false,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s052,9,17,120.470004,120.470004,51848,18000,false,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s067,9,16,143.767401,143.767402,58596,15000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s066,9,16,114.233899,114.2339,30536,16000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s059,9,16,136.850502,136.850501,32183,16000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s058,9,16,133.390727,133.390726,67383,17000,false,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s010,9,18,129.31083,130.804338,33091,17000,false,false,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s011,9,18,105.103758,105.103758,34975,15000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s082,9,17,122.181823,122.181823,16936,14000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s083,9,16,207.3138,207.3138,60517,16000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s033,9,16,209.54101,209.541009,41022,17000,false,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s032,9,17,153.096352,153.096353,125516,16000,false,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s044,9,16,163.723682,163.723682,36007,16000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s045,9,16,150.561233,150.561233,82187,17000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s039,9,18,142.113048,142.153048,17690,15000,false,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s038,9,16,211.7079,211.707901,55290,18000,false,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s070,9,16,161.751492,161.751491,28588,16000,false,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s071,9,16,198.198363,198.198363,53159,21000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s095,9,17,151.352685,151.352686,70921,16000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s094,9,16,154.897087,154.897087,43978,17000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s007,9,16,120.75253,120.752531,45290,17000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s006,9,16,145.071625,145.071624,44491,19000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s063,9,16,159.55969,159.599689,52714,17000,false,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s062,9,16,202.865791,202.865791,40091,19000,false,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s086,9,16,131.555593,131.555593,59524,18000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s087,9,15,128.218084,128.218084,33868,17000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s014,9,17,161.161337,161.161336,46791,18000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s015,9,16,193.83779,193.837791,69000,19000,false,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s020,9,16,186.054305,186.054306,58046,18000,false,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s021,9,17,168.917316,168.917316,36544,17000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s069,9,15,132.475952,132.475952,65212,19000,false,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s068,9,15,170.62341,170.62341,55586,19000,false,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s057,9,16,107.83862,107.87862,17226,18000,false,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s056,9,17,139.30409,139.304089,54128,18000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s074,9,16,131.923037,131.923037,25176,17000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s075,9,17,140.164746,140.164746,34896,18000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s003,9,16,176.719394,176.719393,101598,19000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s002,9,16,151.689498,151.689498,65662,16000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s091,9,16,145.666701,145.6667,19734,15000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s090,9,16,180.1617,180.1617,63697,17000,false,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s037,9,16,117.323882,155.368657,37340,17000,false,false,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s036,9,16,122.158018,122.158018,54712,18000,false,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s040,9,16,149.009963,149.009963,35566,15000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s041,9,16,189.281072,189.281073,49893,17000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s100,9,17,150.485701,150.485701,40579,17000,false,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s009,9,16,153.462317,153.462317,29828,15000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s008,9,16,153.08921,153.08921,40753,17000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s073,9,16,106.78632,106.78632,37735,17000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s072,9,17,163.107644,163.147644,78853,17000,false,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s096,9,16,129.138452,129.138451,21357,17000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s097,9,16,113.591782,113.591781,43441,18000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s004,9,16,217.838073,217.878074,36673,16000,false,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s005,9,18,154.47691,250.623441,39545,14000,false,false,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s079,9,16,152.518666,152.518666,37549,15000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s078,9,17,107.200247,107.200248,31747,16000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s030,9,17,138.7535,138.7535,48501,17000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s031,9,17,213.274203,213.274203,64783,16000,false,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s047,9,16,152.581842,152.581842,49648,15000,false,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s046,9,17,170.377531,170.377531,75390,15000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s064,9,16,105.262545,105.262545,20954,15000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s065,9,15,167.754751,167.754751,45279,17000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s013,9,18,167.633355,167.673353,67179,17000,false,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s012,9,16,119.381147,119.381147,33680,15000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s081,9,16,199.206138,199.206138,47087,15000,false,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s080,9,15,255.104963,255.104963,86506,17000,false,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s027,9,17,173.439892,173.439892,29045,16000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s026,9,17,185.390371,185.39037,60612,16000,false,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s019,9,17,231.147185,231.147185,127024,17000,false,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s018,9,19,117.821444,117.821444,54670,15000,true,true,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s050,9,17,126.890907,127.261691,62327,15000,false,false,,,,
xc7s25 t09 e013 r0.1 R0.5 d10.0 D50.0 s051,9,15,167.296806,167.296806,33686,16000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s034,9,17,137.253491,137.25349,33003,16000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s035,9,17,142.303732,142.303732,26145,15000,false,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s043,9,17,178.810278,188.070968,26382,16000,false,false,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s042,9,17,223.983707,223.983707,32526,16000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s098,9,18,133.826781,133.826782,16870,14000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s099,9,17,134.820816,134.820817,26604,14000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s077,9,16,136.020703,136.020703,66846,17000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s076,9,17,181.004308,181.004308,47484,16000,false,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s001,9,16,186.680666,186.680666,28741,16000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s092,9,17,135.133342,135.133341,30023,17000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s093,9,16,233.10019,233.10019,72841,16000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s049,9,17,217.713075,217.713075,64536,16000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s048,9,16,135.863773,135.863774,28670,17000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s023,9,18,149.452968,149.452968,83904,17000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s022,9,16,186.973247,186.973247,40510,16000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s054,9,16,137.307229,137.307229,47481,16000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s055,9,17,192.070673,192.070674,47165,16000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s060,9,16,186.835371,186.835371,32279,16000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s061,9,17,173.32431,173.32431,23592,16000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s029,9,17,139.9194,139.919401,72048,18000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s028,9,18,175.632195,175.632193,49378,16000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s085,9,16,143.512108,143.512109,25981,17000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s084,9,16,182.199466,182.199467,56082,16000,false,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s017,9,18,147.417126,147.417127,62708,16000,false,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s016,9,16,215.215163,215.215163,78685,17000,false,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s024,9,17,185.859464,185.859466,80751,17000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s025,9,16,173.062013,173.062012,68679,17000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s088,9,16,140.960128,140.960128,22626,16000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s089,9,17,172.71337,172.713371,44694,15000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s053,9,17,160.173213,160.173214,46387,16000,false,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s052,9,17,120.470004,120.470004,87740,17000,false,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s067,9,17,143.767401,143.767402,55763,16000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s066,9,17,114.233899,114.2339,31095,15000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s059,9,17,139.544153,139.584152,51649,16000,false,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s058,9,16,144.732564,144.732563,37100,16000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s010,9,18,129.31083,130.804338,23330,18000,false,false,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s011,9,19,105.103758,105.103758,29650,16000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s082,9,17,122.181823,122.181823,16420,14000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s083,9,17,207.3138,207.3138,56519,16000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s033,9,17,209.54101,209.541009,53762,18000,false,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s032,9,17,153.096352,153.096353,29614,15000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s044,9,17,163.723682,163.723682,36021,16000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s045,9,17,150.561233,150.561233,82534,17000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s039,9,18,153.629339,153.669339,37487,16000,false,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s038,9,17,211.7079,211.707901,55526,15000,false,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s070,9,17,161.751492,161.751491,59918,17000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s071,9,17,198.198363,198.198363,53861,17000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s095,9,17,162.248003,162.248004,34926,16000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s094,9,17,154.897087,154.897087,33323,16000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s007,9,16,120.75253,120.752531,19684,16000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s006,9,17,145.071625,145.071624,45022,18000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s063,9,17,159.55969,159.599689,60760,17000,false,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s062,9,17,202.865791,202.865791,54152,17000,false,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s086,9,17,131.555593,131.555593,56383,15000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s087,9,16,148.399267,148.560309,38994,16000,false,false,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s014,9,17,161.201337,161.201336,62673,17000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s015,9,17,193.83779,193.837791,42866,16000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s020,9,17,186.054305,186.054306,52392,17000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s021,9,17,168.917316,168.917316,40171,17000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s069,9,16,132.475952,132.475952,64022,17000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s068,9,16,170.62341,170.62341,54377,16000,false,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s057,9,17,120.924339,120.92434,61943,17000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s056,9,17,139.30409,139.304089,29400,15000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s074,9,17,131.923037,131.923037,27267,16000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s075,9,18,144.925457,144.925458,46085,17000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s003,9,17,176.719394,176.719393,89297,16000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s002,9,17,151.689498,151.689498,66482,16000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s091,9,17,145.666701,145.6667,20190,15000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s090,9,17,180.1617,180.1617,45620,17000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s037,9,17,161.72671,161.766709,85226,17000,false,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s036,9,16,142.991826,142.991826,99862,16000,false,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s040,9,17,149.009963,149.009963,35729,14000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s041,9,17,189.281072,189.281073,49962,18000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s100,9,18,150.485701,150.485701,45819,15000,false,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s009,9,17,153.462317,153.462317,21333,15000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s008,9,16,163.130144,163.130144,39160,17000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s073,9,17,133.434407,179.725375,21394,17000,false,false,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s072,9,18,163.107644,163.147644,72038,18000,false,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s096,9,17,129.138452,129.138451,32846,17000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s097,9,17,113.591782,113.591781,42410,18000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s004,9,17,217.838073,217.838074,31440,15000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s005,9,19,154.47691,154.47691,38060,15000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s079,9,17,152.518666,152.518666,36611,15000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s078,9,17,110.219152,110.219153,72424,15000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s030,9,18,138.7535,138.7535,44770,17000,false,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s031,9,18,213.274203,213.274203,47832,17000,false,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s047,9,17,168.085349,168.085349,59021,15000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s046,9,18,170.377531,170.377531,75783,15000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s064,9,16,116.210198,116.210198,25256,15000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s065,9,16,183.888219,183.888219,35707,17000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s013,9,18,167.673355,167.673353,42675,18000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s012,9,17,119.381147,119.381147,33807,15000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s081,9,17,199.206138,199.206138,45261,14000,false,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s080,9,16,255.104963,255.104963,61187,17000,false,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s027,9,18,173.439892,173.439892,32080,17000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s026,9,17,185.390371,267.066728,24930,16000,false,false,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s019,9,17,231.147185,231.147185,79311,17000,false,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s018,9,19,132.57483,132.57483,97636,16000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s050,9,17,141.427644,141.427644,115706,15000,true,true,,,,
xc7s25 t09 e014 r0.1 R0.5 d10.0 D50.0 s051,9,16,167.296806,167.296806,33923,15000,true,true,,,,
xc7s25 t09 e015 r0.1 R0.5 d10.0 D50.0 s034,9,18,137.253491,137.25349,32963,17000,true,true,,,,
xc7s25 t09 e015 r0.1 R0.5 d10.0 D50.0 s035,9,18,142.303732,142.303732,26290,14000,false,true,,,,
xc7s25 t09 e015 r0.1 R0.5 d10.0 D50.0 s043,9,17,228.034186,228.034187,101884,17000,false,true,,,,
xc7s25 t09 e015 r0.1 R0.5 d10.0 D50.0 s042,9,17,255.86386,255.863861,71712,18000,true,true,,,,
xc7s25 t09 e015 r0.1 R0.5 d10.0 D50.0 s098,9,18,167.611362,167.611363,20897,16000,false,true,,,,
xc7s25 t09 e015 r0.1 R0.5 d10.0 D50.0 s099,9,18,134.820816,134.820817,37198,15000,true,true,,,,
xc7s25 t09 e015 r0.1 R0.5 d10.0 D50.0 s077,9,17,136.020703,136.020703,67515,16000,true,true,,,,
xc7s25 t09 e015 r0.1 R0.5 d10.0 D50.0 s076,9,18,181.004308,181.004308,47935,15000,false,true,,,,
xc7s25 t09 e015 r0.1 R0.5 d10.0 D50.0 s001,9,17,195.832245,195.832245,88128,15000,false,true,,,,
xc7s25 t09 e015 r0.1 R0.5 d10.0 D50.0 s092,9,17,147.75333,147.753329,40454,18000,true,true,,,,
xc7s25 t09 e015 r0.1 R0.5 d10.0 D50.0 s093,9,17,233.10019,233.10019,32879,16000,false,true,,,,
xc7s25 t09 e015 r0.1 R0.5 d10.0 D50.0 s049,9,17,256.194898,256.194898,44887,17000,false,true,,,,
xc7s25 t09 e015 r0.1 R0.5 d10.0 D50.0 s048,9,17,135.863773,135.863774,28915,16000,true,true,,,,
xc7s25 t09 e015 r0.1 R0.5 d10.0 D50.0 s023,9,18,187.630982,187.630982,24850,16000,true,true,,,,
xc7s25 t09 e015 r0.1 R0.5 d10.0 D50.0 s022,9,17,187.013247,187.013247,45000,16000,true,true,,,,
xc7s25 t09 e015 r0.1 R0.5 d10.0 D50.0 s054,9,17,137.307229,137.307229,27906,16000,true,true,,,,
xc7s25 t09 e015 r0.1 R0.5 d10.0 D50.0 s055,9,18,192.070673,192.070674,47286,16000,true,true,,,,
xc7s25 t09 e015 r0.1 R0.5 d10.0 D50.0 s060,9,17,186.835371,186.835371,29579,15000,true,true,,,,
xc7s25 t09 e015 r0.1 R0.5 d10.0 D50.0 s061,9,18,173.32431,173.32431,23704,17000,true,true,,,,
xc7s25 t09 e015 r0.1 R0.5 d10.0 D50.0 s029,9,18,139.9194,139.919401,71981,18000,true,true,,,,
xc7s25 t09 e015 r0.1 R0.5 d10.0 D50.0 s028,9,18,180.003979,180.003978,22523,16000,true,true,,,,
