NAME,T,E,MMIP,MDAMS,UMIP,UDAMS,S,M,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s011,11,17,169.108841,169.108841,988385,23000,true,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s082,11,19,109.150905,109.150905,268221,20000,true,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s083,11,18,194.926634,206.673244,754578,20000,false,false,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s033,11,18,227.230341,227.27034,262921,23000,false,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s032,11,17,188.221152,188.261153,714428,20000,false,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s044,11,18,178.855095,178.855095,1037291,22000,false,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s045,11,19,180.775424,180.775424,131030,22000,true,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s039,11,17,169.564848,169.564848,408294,21000,true,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s038,11,15,280.005729,297.007378,222823,21000,false,false,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s070,11,20,132.368281,132.368281,1222118,24000,false,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s071,11,19,160.415703,232.536554,2125314,29000,false,false,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s095,11,19,130.000917,130.000918,937152,20000,true,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s094,11,21,106.647052,107.66849,857198,24000,false,false,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s007,11,20,110.967729,118.325014,717600,22000,false,false,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s006,11,20,134.373088,134.373088,583965,23000,true,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s063,11,17,152.498556,152.498556,502336,20000,true,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s062,11,19,157.996334,157.996334,321477,23000,false,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s086,11,16,200.525697,200.565697,411092,21000,false,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s087,11,16,180.798961,180.79896,384022,23000,true,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s014,11,18,151.733271,151.733271,806452,23000,true,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s015,11,18,145.488196,163.425013,601554,21000,false,false,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s020,11,19,153.765687,153.765687,444626,19000,false,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s021,11,16,196.501305,196.501305,325494,23000,false,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s069,11,19,97.330818,97.330818,401409,19000,true,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s068,11,17,162.306961,162.306961,283028,21000,true,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s057,11,17,123.068505,123.068506,816858,25000,true,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s056,11,17,167.61627,167.61627,684043,22000,true,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s074,11,18,153.599646,153.599646,826139,23000,false,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s075,11,18,157.664151,157.66415,1883899,22000,true,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s003,11,18,148.400018,148.400017,848053,23000,true,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s002,11,18,181.994535,189.646196,2154997,26000,false,false,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s091,11,19,163.247046,272.934648,443355,22000,false,false,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s090,11,18,218.088441,218.08844,397275,21000,false,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s037,11,18,130.56832,130.56832,492553,19000,true,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s036,11,18,148.237123,149.793318,2348557,25000,false,false,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s040,11,19,149.150332,149.150332,531754,21000,true,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s041,11,20,195.299445,195.299445,774269,21000,true,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s100,11,17,160.629003,163.920847,311686,29000,false,false,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s009,11,19,199.520941,199.52094,230180,21000,false,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s008,11,20,161.66473,162.669792,2293501,26000,false,false,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s073,11,17,147.692788,163.161116,333774,20000,false,false,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s072,11,19,191.112023,191.112022,1787366,24000,false,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s096,11,20,93.965888,93.965888,1084567,25000,true,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s097,11,19,101.675157,115.476844,654784,20000,false,false,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s004,11,19,206.408616,263.216039,790779,23000,false,false,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s005,11,18,137.607741,137.607741,478622,24000,false,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s079,11,17,166.265842,166.265842,404153,27000,true,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s078,11,17,156.597305,156.637305,401484,23000,false,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s030,11,17,115.386572,115.386571,269416,20000,false,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s031,11,19,172.842844,277.065875,127054,19000,false,false,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s047,11,17,210.987212,210.987213,168903,21000,false,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s046,11,18,173.873881,173.873881,658466,24000,true,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s064,11,19,132.799727,132.799727,1123413,20000,false,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s065,11,18,198.391508,241.987608,1787303,23000,false,false,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s013,11,20,160.493399,160.493397,686427,21000,false,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s012,11,18,129.818054,129.818054,414403,21000,true,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s081,11,19,169.068766,171.869472,500040,21000,false,false,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s080,11,19,178.814031,243.805617,495949,30000,false,false,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s027,11,20,132.24146,145.602626,1518518,21000,false,false,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s026,11,17,186.211387,186.211387,477103,22000,true,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s019,11,17,266.224228,266.264228,567937,21000,false,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s018,11,19,162.999731,166.410697,2977738,21000,false,false,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s050,11,18,170.646966,170.646966,196859,22000,true,true,,,
xc7s25 t11 e013 r0.1 R0.5 d10.0 D50.0 s051,11,16,213.925397,213.965398,165886,20000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s034,11,18,166.895556,166.935556,232532,20000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s035,11,19,156.240365,156.240366,244017,22000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s043,11,18,182.672727,182.712727,376427,21000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s042,11,20,189.143635,190.482,1734110,21000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s098,11,19,142.917055,199.734484,1472785,24000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s099,11,18,174.65633,223.646073,1015751,22000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s077,11,18,165.312818,165.312818,362747,21000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s076,11,20,120.624712,139.589775,369561,20000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s001,11,17,206.447489,215.639068,485124,20000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s092,11,18,143.716259,144.960028,556611,20000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s093,11,20,159.255034,159.255034,624117,18000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s049,11,19,173.986457,177.370641,199193,22000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s048,11,18,176.680107,176.680107,820305,22000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s023,11,19,161.208258,161.208258,364731,27000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s022,11,18,188.767613,190.355106,617281,20000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s054,11,20,152.161491,152.200938,217964,22000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s055,11,21,196.990035,273.467441,242304,19000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s060,11,17,221.30817,221.30817,253940,24000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s061,11,21,165.308971,165.308971,1666549,23000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s029,11,17,139.965547,143.816889,3974322,22000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s028,11,18,178.514886,178.514886,241653,19000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s085,11,19,156.978026,156.978026,286248,23000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s084,11,19,126.923137,126.923137,322475,19000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s017,11,20,165.826464,165.866464,510615,22000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s016,11,20,132.052597,132.052597,386693,20000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s024,11,21,164.915237,164.915238,161059,21000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s025,11,20,129.224204,138.26445,2163372,24000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s088,11,18,140.781299,142.064517,262740,18000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s089,11,21,157.14727,183.748688,5964354,23000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s053,11,19,144.778665,154.408976,266143,29000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s052,11,19,144.207456,154.898944,3442397,19000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s067,11,19,148.328594,148.328594,261265,23000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s066,11,17,204.104478,204.104479,691391,25000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s059,11,20,145.568889,150.242324,359898,19000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s058,11,18,157.127157,157.167156,250552,23000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s010,11,20,157.9072,157.907201,187995,21000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s011,11,18,184.14956,186.055574,1318015,20000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s082,11,20,109.150905,109.150905,243981,21000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s083,11,19,194.926634,206.673244,684916,21000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s033,11,18,235.182199,235.182198,184974,22000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s032,11,18,188.221152,188.221153,853938,20000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s044,11,19,192.604982,192.604982,1038906,24000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s045,11,19,180.775424,180.775424,287146,22000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s039,11,18,192.267938,337.100815,513709,21000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s038,11,16,280.005729,297.007378,235473,22000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s070,11,21,132.368281,132.368281,1216569,25000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s071,11,19,160.415703,167.452904,1781483,23000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s095,11,20,130.000917,130.000918,942034,19000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s094,11,21,107.66849,107.66849,605269,22000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s007,11,21,110.967729,118.325014,748725,24000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s006,11,20,172.534393,172.534393,766289,23000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s063,11,18,161.948841,161.94884,262586,23000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s062,11,20,157.996334,157.996334,321946,24000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s086,11,17,200.525697,200.565697,370288,22000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s087,11,17,180.798961,180.79896,368257,22000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s014,11,19,151.733271,151.733271,696269,24000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s015,11,19,145.488196,163.425013,616504,22000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s020,11,20,153.765687,153.765687,444049,20000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s021,11,17,196.501305,196.501305,339892,21000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s069,11,20,102.403331,102.403331,682500,20000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s068,11,18,162.306961,162.306961,280131,22000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s057,11,18,123.068505,123.068506,874587,26000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s056,11,17,227.234242,227.234241,647034,26000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s074,11,19,154.93641,163.736297,371998,19000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s075,11,19,170.563751,170.563751,228307,20000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s003,11,19,155.072212,155.072211,262337,25000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s002,11,18,181.994535,251.274124,1790657,22000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s091,11,19,171.83454,252.494068,196956,21000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s090,11,19,218.088441,218.08844,389020,22000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s037,11,19,130.56832,130.56832,352992,20000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s036,11,19,148.237123,149.793318,1451455,27000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s040,11,20,149.150332,149.150332,126520,21000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s041,11,20,225.899632,225.939632,650276,21000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s100,11,18,160.629003,163.920847,433800,28000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s009,11,19,218.146919,218.186919,789907,22000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s008,11,20,174.906139,184.48672,839278,26000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s073,11,18,147.692788,163.161116,326661,20000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s072,11,19,191.112023,191.112022,1029522,22000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s096,11,20,105.795279,105.795279,1553017,31000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s097,11,19,110.55323,119.525485,1069039,23000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s004,11,19,206.408616,263.216039,1132856,22000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s005,11,19,137.607741,137.607741,467600,21000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s079,11,18,166.265842,166.265842,740930,25000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s078,11,18,156.866378,156.906378,348701,20000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s030,11,17,121.899136,121.899136,163142,20000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s031,11,20,172.842844,277.065875,125808,19000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s047,11,18,210.987212,210.987213,207977,19000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s046,11,18,178.062422,178.062422,850821,22000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s064,11,19,139.141646,139.141646,1497677,22000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s065,11,19,198.391508,241.987608,1237058,23000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s013,11,21,160.493399,160.493397,853977,20000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s012,11,19,129.818054,129.818054,392768,18000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s081,11,19,171.869471,171.869472,684425,21000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s080,11,19,178.814031,243.805617,416818,30000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s027,11,20,132.24146,145.602626,500471,23000,false,false,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s026,11,17,186.211387,186.211387,392064,19000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s019,11,18,266.224228,266.264228,576128,21000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s018,11,19,162.999731,162.99973,1722506,22000,false,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s050,11,18,170.646966,170.646966,173138,24000,true,true,,,
xc7s25 t11 e014 r0.1 R0.5 d10.0 D50.0 s051,11,17,213.925397,213.965398,161800,21000,false,true,,,
xc7s25 t11 e022 r0.1 R0.5 d10.0 D50.0 s034,11,25,185.984675,186.024674,222617,20000,false,true,,,
xc7s25 t11 e022 r0.1 R0.5 d10.0 D50.0 s035,11,24,188.656926,188.656927,114716,21000,true,true,,,
xc7s25 t11 e022 r0.1 R0.5 d10.0 D50.0 s043,11,25,200.844273,335.676296,385643,23000,false,false,,,
xc7s25 t11 e022 r0.1 R0.5 d10.0 D50.0 s042,11,25,228.507722,228.507722,613415,22000,true,true,,,
xc7s25 t11 e022 r0.1 R0.5 d10.0 D50.0 s098,11,26,182.910669,182.91067,860655,20000,true,true,,,
xc7s25 t11 e022 r0.1 R0.5 d10.0 D50.0 s099,11,26,174.65633,174.65633,229614,24000,true,true,,,
xc7s25 t11 e022 r0.1 R0.5 d10.0 D50.0 s077,11,25,187.50352,187.54352,359348,24000,false,true,,,
xc7s25 t11 e022 r0.1 R0.5 d10.0 D50.0 s076,11,26,171.253889,257.608599,177750,24000,false,false,,,
xc7s25 t11 e022 r0.1 R0.5 d10.0 D50.0 s001,11,25,222.701367,222.701367,880778,24000,false,true,,,
xc7s25 t11 e022 r0.1 R0.5 d10.0 D50.0 s092,11,25,179.283439,179.323439,328603,24000,false,true,,,
xc7s25 t11 e022 r0.1 R0.5 d10.0 D50.0 s093,11,26,192.027328,192.027328,89581,23000,true,true,,,
xc7s25 t11 e022 r0.1 R0.5 d10.0 D50.0 s049,11,26,212.0591,212.0591,298443,24000,false,true,,,
xc7s25 t11 e022 r0.1 R0.5 d10.0 D50.0 s048,11,24,237.650831,311.217885,295611,23000,false,false,,,
xc7s25 t11 e022 r0.1 R0.5 d10.0 D50.0 s023,11,26,188.889899,188.889899,665299,23000,false,true,,,
xc7s25 t11 e022 r0.1 R0.5 d10.0 D50.0 s022,11,26,270.41253,473.068579,201047,25000,false,false,,,
xc7s25 t11 e022 r0.1 R0.5 d10.0 D50.0 s054,11,25,183.48129,183.481289,361316,22000,true,true,,,
xc7s25 t11 e022 r0.1 R0.5 d10.0 D50.0 s055,11,26,218.781119,252.947704,334630,22000,false,false,,,
xc7s25 t11 e022 r0.1 R0.5 d10.0 D50.0 s060,11,25,267.71218,267.712179,203138,25000,true,true,,,
xc7s25 t11 e022 r0.1 R0.5 d10.0 D50.0 s061,11,26,212.109216,329.214773,259386,23000,false,false,,,
xc7s25 t11 e022 r0.1 R0.5 d10.0 D50.0 s029,11,24,180.053061,180.272364,943305,25000,false,false,,,
xc7s25 t11 e022 r0.1 R0.5 d10.0 D50.0 s028,11,25,196.281359,196.281358,159732,21000,true,true,,,
xc7s25 t11 e022 r0.1 R0.5 d10.0 D50.0 s085,11,26,176.987826,177.027826,593913,23000,false,true,,,
xc7s25 t11 e022 r0.1 R0.5 d10.0 D50.0 s084,11,25,187.036391,188.127692,270460,22000,false,false,,,
