NAME,T,E,MMIP,MDAMS,UMIP,UDAMS,S,M,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s032,8,12,161.551848,161.551849,30906,14000,false,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s044,8,11,108.25505,108.255049,10625,14000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s045,8,10,143.268598,143.268598,16184,14000,false,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s039,8,13,108.62672,117.870569,32319,15000,false,false,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s038,8,12,147.86095,147.900951,13854,16000,false,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s070,8,11,144.133709,144.133708,24013,15000,false,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s071,8,11,166.09825,166.09825,15799,15000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s095,8,12,100.341959,100.34196,14431,13000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s094,8,12,113.065378,113.065378,9769,14000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s007,8,12,113.891589,113.891589,43250,16000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s006,8,11,140.773793,140.773793,16629,14000,false,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s063,8,11,150.611798,150.611798,39229,16000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s062,8,12,141.726744,141.726745,12949,14000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s086,8,11,129.358122,129.358122,25221,14000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s087,8,11,115.045062,115.045062,14509,14000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s014,8,11,117.977292,117.977292,14023,14000,false,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s015,8,12,116.734254,116.734254,25167,13000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s020,8,13,104.941124,104.941125,14498,14000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s021,8,12,143.739664,181.784565,54777,17000,false,false,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s069,8,12,89.185266,89.185266,28808,15000,false,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s068,8,12,97.25642,97.25642,24186,13000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s057,8,11,75.118632,75.118633,6967,14000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s056,8,12,133.239119,133.239118,17954,14000,false,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s074,8,11,140.347481,140.347481,21328,13000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s075,8,11,159.472181,159.472181,27310,16000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s003,8,12,121.417841,121.41784,34744,15000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s002,8,11,121.493124,133.309957,62036,14000,false,false,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s091,8,11,138.084476,138.084476,14452,13000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s090,8,11,122.480042,122.480041,17223,15000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s037,8,13,106.881985,106.881985,28908,14000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s036,8,11,125.937912,125.937912,13963,14000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s040,8,12,155.045844,155.085844,50574,14000,false,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s041,8,11,164.923914,164.923914,16031,14000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s100,8,12,105.934897,105.934896,22114,14000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s009,8,12,128.996895,128.996895,27771,14000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s008,8,12,118.202,118.202,31461,14000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s073,8,11,160.532656,160.532656,27852,14000,false,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s072,8,12,129.505685,129.505685,23920,14000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s096,8,11,84.254784,84.254784,9571,14000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s097,8,12,82.460787,85.308808,9333,14000,false,false,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s004,8,11,170.731321,170.731322,17851,14000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s005,8,11,167.645576,167.645576,16391,14000,false,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s079,8,12,118.128067,118.128067,16267,13000,false,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s078,8,13,107.170927,166.818181,25187,13000,false,false,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s030,8,10,118.729874,118.729874,19165,13000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s031,8,11,167.429997,167.429997,12167,13000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s047,8,10,165.011868,165.011869,41330,15000,false,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s046,8,12,129.523753,129.523753,23618,14000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s064,8,11,109.720858,109.720858,15867,13000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s065,8,11,140.085691,140.085691,15628,14000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s013,8,11,139.954473,139.954472,8937,13000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s012,8,12,107.819896,107.819896,24876,13000,false,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s081,8,11,199.166138,199.166138,17309,13000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s080,8,12,154.706974,154.746974,33562,15000,false,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s027,8,12,116.407159,116.407159,7104,15000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s026,8,12,169.409819,169.409819,31352,13000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s019,8,10,188.793716,188.793716,16299,15000,false,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s018,8,12,91.81345,91.81345,17068,13000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s050,8,11,126.700638,126.894553,14379,14000,false,false,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s051,8,12,112.689351,112.689351,15999,13000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s034,8,11,87.999054,87.999053,734974,16000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s035,8,11,66.750566,66.750566,145430,15000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s043,8,11,87.803922,92.566414,438059,14000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s042,8,11,109.305935,109.305935,740539,14000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s098,8,11,79.889094,79.889095,140327,14000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s099,8,11,82.4046,82.4046,416926,16000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s077,8,11,57.379197,70.602126,291062,16000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s076,8,11,71.929544,71.929544,294407,14000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s001,8,11,66.427324,66.427324,79585,16000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s092,8,11,81.897767,93.606928,533492,15000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s093,8,11,90.565321,97.628432,155138,16000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s049,8,11,118.854774,118.854774,501651,15000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s048,8,11,74.044437,74.044438,169042,16000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s023,8,11,115.106262,115.106262,2586881,17000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s022,8,11,110.587243,114.813336,326120,16000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s054,8,11,90.040465,90.040466,940746,16000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s055,8,11,104.708952,104.708952,267857,16000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s060,8,11,88.929712,88.929712,344476,14000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s061,8,11,108.044888,108.044888,1694387,15000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s029,8,11,81.851354,81.851354,856268,15000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s028,8,11,75.925423,75.925422,309052,14000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s085,8,11,72.922183,72.922183,329333,14000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s084,8,11,90.228419,96.175282,397005,16000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s017,8,11,89.283249,89.28325,1344472,14000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s016,8,11,100.987466,101.1108,2169489,15000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s024,8,11,104.51802,104.518021,646961,15000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s025,8,11,93.824572,102.807904,1336186,16000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s088,8,11,62.830716,62.830715,214616,14000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s089,8,11,95.557245,96.409284,1565963,14000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s053,8,11,81.688952,81.688952,626541,16000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s052,8,11,72.446726,76.001491,1090682,14000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s067,8,11,69.796324,69.796324,529399,15000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s066,8,11,78.413656,78.413656,240641,15000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s059,8,11,84.86275,84.86275,668357,15000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s058,8,11,80.781301,80.7813,254246,15000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s010,8,11,79.957908,83.121852,460734,16000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s011,8,11,77.251133,77.251133,155222,15000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s082,8,11,87.856479,87.856478,683260,15000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s083,8,11,90.052321,90.052322,207160,13000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s033,8,11,109.165441,128.972648,1244694,15000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s032,8,11,85.147031,85.147031,293493,16000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s044,8,11,94.505163,94.505162,891993,15000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s045,8,11,91.168762,91.168762,707716,15000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s039,8,11,95.53104,95.53104,686522,15000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s038,8,11,101.141389,101.14139,596780,18000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s070,8,11,101.721189,103.292616,964400,15000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s071,8,11,113.187519,113.187519,497048,15000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s095,8,11,72.16563,72.165631,86366,14000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s094,8,11,81.313141,86.268028,514329,16000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s007,8,11,85.644623,85.644624,717674,16000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s006,8,11,103.663283,111.752033,2513899,15000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s063,8,11,95.549355,95.549355,992441,15000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s062,8,11,114.74065,117.729179,1050635,15000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s086,8,11,85.292247,85.292247,193535,16000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s087,8,11,69.906077,81.590721,363306,16000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s014,8,11,85.05746,85.05746,1624766,15000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s015,8,11,99.955395,99.955395,589315,15000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s020,8,11,100.117985,104.941125,1878733,15000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s021,8,11,86.914932,104.19235,171007,16000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s069,8,11,60.068761,60.068761,269150,16000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s068,8,11,80.453454,80.453454,382512,16000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s057,8,11,48.693145,58.925208,526238,17000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s056,8,11,92.87167,104.727041,181742,18000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s074,8,11,84.110178,85.818955,715168,18000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s075,8,11,77.403504,77.403504,213936,14000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s003,8,11,95.527289,96.825166,427176,15000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s002,8,11,99.703919,103.093152,1272403,16000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s091,8,11,88.49214,88.492139,391227,15000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s090,8,11,105.498967,109.600431,1510480,15000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s037,8,11,87.355581,87.355582,360913,15000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s036,8,11,79.82674,79.826739,197672,16000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s040,8,11,74.440724,74.440724,102781,15000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s041,8,11,91.961412,91.961412,442966,16000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s100,8,11,68.025183,68.025182,224559,15000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s009,8,11,101.278864,101.278865,756350,15000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s008,8,11,117.196938,117.196938,1151494,15000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s073,8,11,89.840546,89.840546,205862,14000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s072,8,11,109.218362,109.218362,522377,16000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s096,8,11,63.165253,63.165252,651033,15000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s097,8,11,67.458481,67.45848,560102,18000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s004,8,11,122.925726,122.925726,471197,15000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s005,8,11,94.82888,94.82888,1415492,14000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s079,8,11,85.115334,85.115334,562895,16000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s078,8,11,62.695478,62.695478,190601,14000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s030,8,11,86.127048,86.127048,469263,17000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s031,8,11,86.116527,86.116527,166955,15000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s047,8,11,73.306318,73.306318,286969,15000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s046,8,11,111.90243,128.408388,537238,14000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s064,8,11,91.549811,98.773205,1114900,14000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s065,8,11,99.446695,100.952776,707172,15000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s013,8,11,88.059731,88.059731,254051,14000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s012,8,11,63.428773,63.428772,79656,13000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s081,8,11,122.588424,125.438344,1034278,16000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s080,8,11,113.790371,113.790371,460129,18000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s027,8,11,88.400322,88.400323,338786,15000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s026,8,11,103.714012,103.714012,342367,16000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s019,8,11,118.636839,123.162535,2081401,16000,false,false,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s018,8,11,77.060064,77.060064,396404,17000,false,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s050,8,11,84.38215,84.38215,417134,15000,true,true,,,,
xc7s25 t08 e001 r0.1 R0.5 d10.0 D50.0 s051,8,11,72.068268,72.068268,105173,14000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s034,8,11,87.999054,87.999053,18199,14000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s035,8,11,84.290042,84.290043,10447,13000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s043,8,10,100.543598,100.543599,9979,14000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s042,8,10,137.980737,141.821263,38940,14000,false,false,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s098,8,10,116.593534,176.356906,16114,13000,false,false,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s099,8,11,119.912398,119.952398,13832,14000,false,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s077,8,13,70.602126,70.602126,84815,15000,false,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s076,8,11,83.186905,91.726138,12404,14000,false,false,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s001,8,11,91.872781,91.872781,18610,14000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s092,8,9,106.266916,106.266916,10028,14000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s093,8,11,110.78671,110.78671,9490,13000,false,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s049,8,11,128.066501,128.066501,23657,15000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s048,8,9,128.448528,128.44853,14937,13000,false,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s023,8,10,139.112188,139.112189,34193,15000,false,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s022,8,10,118.67596,118.675959,33194,14000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s054,8,8,148.559439,148.559439,12681,13000,false,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s055,8,11,125.188702,125.188703,15347,13000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s060,8,11,104.215853,104.215853,14542,13000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s061,8,12,108.044888,108.044888,28576,14000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s029,8,10,116.891085,116.891085,18464,15000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s028,8,10,141.788993,213.101134,14774,14000,false,false,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s085,8,11,112.90015,112.90015,13546,14000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s084,8,9,158.16128,159.212581,10773,14000,false,false,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s017,8,10,115.273921,115.273922,28135,15000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s016,8,11,100.987466,100.987466,23987,14000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s024,8,11,104.51802,104.518021,13464,17000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s025,8,8,151.482557,151.522557,17306,14000,false,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s088,8,12,69.052804,85.046697,10202,16000,false,false,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s089,8,11,99.491985,99.491985,21450,14000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s053,8,10,117.617447,117.617448,14230,14000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s052,8,11,76.226912,76.226912,22671,14000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s067,8,11,78.194692,78.194692,22381,14000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s066,8,9,93.102062,93.102063,12092,14000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s059,8,11,99.993114,99.993113,6543,12000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s058,8,12,99.862371,99.862371,17083,15000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s010,8,10,116.666542,116.666543,8148,15000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s011,8,12,77.251133,77.251133,5355,13000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s082,8,10,92.521905,92.521905,8347,13000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s083,8,12,120.361558,120.361559,10086,14000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s033,8,11,128.720057,128.760056,30064,15000,false,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s032,8,11,112.167776,112.167777,9661,13000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s044,8,10,94.505163,94.505162,12637,13000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s045,8,10,121.970042,121.970042,30358,14000,false,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s039,8,11,108.62672,117.870569,19173,15000,false,false,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s038,8,11,146.605699,147.900951,13292,15000,false,false,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s070,8,10,133.181321,133.181321,27316,15000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s071,8,10,155.115359,155.115359,13706,14000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s095,8,11,100.341959,100.34196,33748,16000,false,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s094,8,11,113.065378,113.065378,11343,13000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s007,8,11,96.105723,105.850525,38563,16000,false,false,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s006,8,11,106.704361,106.70436,23749,15000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s063,8,9,150.611798,150.611798,38759,15000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s062,8,11,128.874457,128.874457,32201,14000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s086,8,9,127.465778,129.358122,18915,14000,false,false,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s087,8,10,103.199377,103.199377,20569,15000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s014,8,11,95.580423,95.580423,28644,15000,false,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s015,8,12,116.734254,116.734254,37988,14000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s020,8,11,104.941124,104.941125,26928,13000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s021,8,10,126.908179,181.784565,20610,16000,false,false,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s069,8,11,73.359479,73.359479,47096,14000,true,true,,,,
xc7s25 t08 e006 r0.1 R0.5 d10.0 D50.0 s068,8,11,97.25642,97.25642,19351,14000,false,true,,,,
