NAME,T,E,MMIP,MDAMS,UMIP,UDAMS,S,M,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s029,8,17,148.425216,148.425216,18247,18000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s028,8,17,205.704224,205.704223,16658,16000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s085,8,17,143.879903,143.879904,24423,16000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s084,8,17,207.926392,207.926392,22681,14000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s017,8,17,164.927663,164.927664,25630,16000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s016,8,17,184.273366,184.273366,24684,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s024,8,17,187.135029,187.135031,26868,14000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s025,8,17,161.808092,161.808092,19909,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s088,8,17,142.124112,142.124112,27042,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s089,8,17,172.806246,172.806247,11084,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s053,8,17,160.173213,160.173214,27577,16000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s052,8,17,129.360412,129.360413,11768,16000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s067,8,17,143.767401,143.767402,25580,16000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s066,8,17,146.738647,146.738649,37958,16000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s059,8,17,162.59571,162.59571,28085,14000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s058,8,17,164.534418,164.534417,35325,16000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s010,8,17,170.523284,170.523284,4743,14000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s011,8,17,181.92682,181.92682,20364,15000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s082,8,17,154.96204,154.96204,26510,15000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s083,8,17,247.301892,247.301892,13819,14000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s033,8,17,209.1831,209.183099,5990,16000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s032,8,17,174.706362,174.706363,30665,15000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s044,8,17,177.286305,177.286304,18160,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s045,8,17,159.926375,159.926375,27704,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s039,8,17,178.24131,178.24131,19892,14000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s038,8,17,213.652494,213.652495,27475,16000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s070,8,17,194.551027,194.551027,9252,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s071,8,17,199.531587,199.531587,17434,16000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s095,8,17,162.248003,162.248004,26196,14000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s094,8,17,166.675825,166.675824,18318,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s007,8,17,153.963891,153.963892,14929,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s006,8,17,193.865483,193.865483,22495,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s063,8,17,189.044755,189.044755,13654,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s062,8,17,199.764304,199.764304,17689,14000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s086,8,17,172.072133,172.072133,25174,15000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s087,8,17,156.871493,156.871493,23740,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s014,8,17,147.838176,147.838176,36760,15000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s015,8,17,187.146309,187.14631,15111,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s020,8,17,171.365194,171.365195,14801,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s021,8,17,201.292849,201.292849,23194,16000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s069,8,17,116.573235,116.573235,14115,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s068,8,17,154.291091,154.291091,17796,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s057,8,17,98.560699,98.560699,22429,14000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s056,8,17,205.772767,205.772766,22986,14000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s074,8,17,179.40732,179.40732,20700,14000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s075,8,17,185.729958,185.729958,32606,15000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s003,8,17,173.032236,173.032235,33040,16000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s002,8,17,187.216217,187.216218,22731,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s091,8,17,183.606421,183.606421,21037,15000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s090,8,17,184.09609,184.09609,9011,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s037,8,17,170.434741,170.434741,30348,15000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s036,8,17,173.456003,173.456003,18729,15000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s040,8,17,196.085056,196.085057,21562,14000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s041,8,17,190.34352,190.34352,22700,16000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s100,8,17,169.348549,169.348548,36139,16000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s009,8,17,183.66635,183.66635,12292,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s008,8,17,200.659841,200.659841,17679,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s073,8,17,202.689071,202.689071,35130,16000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s072,8,17,202.712877,202.712877,21286,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s096,8,17,121.991452,121.991451,10956,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s097,8,17,132.36994,132.369939,27858,15000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s004,8,17,236.664831,236.664832,16044,14000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s005,8,17,180.365214,180.365214,18985,15000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s079,8,17,168.755449,168.755449,26486,14000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s078,8,17,144.30491,144.304911,15287,14000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s030,8,17,159.243185,159.243185,20448,16000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s031,8,17,245.584449,245.58445,31676,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s047,8,17,165.011868,165.011869,21197,15000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s046,8,17,232.73954,232.73954,22727,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s064,8,17,171.757605,171.757605,16519,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s065,8,17,195.105484,195.105484,23262,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s013,8,17,198.296603,198.296601,16178,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s012,8,17,141.163059,141.163058,28043,16000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s081,8,17,211.900119,211.900119,15116,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s080,8,17,231.313194,231.313194,24554,15000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s027,8,17,170.987507,170.987508,15578,16000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s026,8,17,223.690525,223.690525,24117,15000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s019,8,17,220.428172,220.428171,12233,16000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s018,8,17,148.955526,148.955525,31287,14000,false,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s050,8,17,192.290749,192.290749,6753,14000,true,true,,,,
xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s051,8,17,188.017129,188.01713,24243,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s034,8,15,119.108555,119.108554,12542,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s035,8,15,93.605744,93.605744,9294,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s043,8,15,146.824244,146.824245,9127,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s042,8,14,179.231512,179.231513,31961,14000,false,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s098,8,14,149.046088,149.046089,10205,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s099,8,15,141.946459,141.946458,20439,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s077,8,14,120.733814,120.733815,19227,15000,false,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s076,8,14,140.794404,140.794404,27138,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s001,8,15,146.509497,146.509497,19061,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s092,8,14,146.187921,146.187921,27782,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s093,8,14,170.032493,188.326125,19418,13000,false,false,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s049,8,14,201.278218,201.278217,23270,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s048,8,14,164.04378,164.043781,36238,15000,false,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s023,8,15,181.524179,181.524179,25040,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s022,8,14,186.678526,186.678524,27190,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s054,8,14,148.559439,148.559439,24906,13000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s055,8,14,197.581818,197.581819,26917,15000,false,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s060,8,14,194.327334,194.327333,13520,16000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s061,8,15,161.038829,161.038829,15247,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s029,8,15,128.464098,128.464098,9505,16000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s028,8,14,205.704224,205.704223,24810,14000,false,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s085,8,14,122.998685,122.998686,16497,14000,false,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s084,8,14,207.926392,207.926392,25793,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s017,8,15,147.377126,147.377127,20909,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s016,8,14,150.392503,150.392503,26836,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s024,8,15,146.92754,146.927541,24653,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s025,8,14,161.808092,161.808092,23845,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s088,8,15,119.948131,119.94813,13569,13000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s089,8,14,141.42194,141.421941,13139,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s053,8,15,143.036762,143.036763,27231,14000,false,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s052,8,15,91.469768,91.469768,17819,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s067,8,15,118.750572,118.750573,22259,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s066,8,15,133.689099,133.689101,8562,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s059,8,15,147.489059,147.489059,13827,14000,false,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s058,8,15,148.038641,148.038641,38037,15000,false,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s010,8,14,157.878996,157.878997,4203,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s011,8,14,154.114196,154.114195,14708,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s082,8,14,122.181823,122.181823,8781,13000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s083,8,15,204.920746,204.920746,13950,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s033,8,15,188.018634,188.018633,14741,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s032,8,14,161.551848,161.551849,17210,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s044,8,15,134.219073,134.219072,13457,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s045,8,14,159.926375,159.926375,19320,14000,false,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s039,8,14,178.24131,178.24131,20085,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s038,8,14,196.422776,196.422777,24259,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s070,8,15,169.978032,169.978031,22123,14000,false,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s071,8,14,199.531587,199.531587,19152,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s095,8,15,129.360285,129.360286,22187,14000,false,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s094,8,14,166.675825,166.675824,27301,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s007,8,15,122.72925,122.729251,14817,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s006,8,14,164.608753,164.608752,12585,14000,false,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s063,8,14,189.044755,189.044755,16115,16000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s062,8,15,172.81821,172.81821,26489,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s086,8,14,141.91439,141.91439,18617,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s087,8,14,156.871493,156.871493,30238,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s014,8,14,137.355214,137.355213,12124,14000,false,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s015,8,15,133.998369,133.998369,20205,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s020,8,16,133.566207,133.566207,18328,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s021,8,14,146.050531,146.05053,19723,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s069,8,14,116.573235,116.573235,26589,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s068,8,14,130.997192,130.997192,17837,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s057,8,14,98.560699,98.560699,15239,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s056,8,15,179.402283,179.402282,23012,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s074,8,15,151.933356,151.933356,14300,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s075,8,14,159.472181,159.472181,21224,15000,false,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s003,8,16,138.051547,138.091547,29177,15000,false,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s002,8,14,187.216217,187.216218,30295,16000,false,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s091,8,14,183.606421,183.606421,22156,15000,false,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s090,8,14,184.09609,184.09609,9348,16000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s037,8,14,144.361935,144.361935,18169,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s036,8,14,154.743523,154.743522,5137,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s040,8,15,163.572672,163.572673,19839,15000,false,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s041,8,15,164.923914,164.923914,17141,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s100,8,15,129.721134,129.721134,10692,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s009,8,15,165.989339,165.989339,21241,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s008,8,15,128.242935,128.242934,20827,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s073,8,14,170.553268,170.553268,19099,15000,false,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s072,8,15,156.557241,156.557241,8447,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s096,8,15,89.410689,89.410688,15178,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s097,8,15,113.76122,113.761219,17746,15000,false,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s004,8,14,236.664831,236.664832,16809,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s005,8,15,168.020766,168.020766,13683,15000,false,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s079,8,15,118.128067,118.128067,14830,13000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s078,8,14,144.30491,144.304911,17549,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s030,8,14,139.259559,139.259559,13704,14000,false,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s031,8,15,199.740244,199.740244,30337,14000,false,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s047,8,14,165.011868,165.011869,44665,15000,false,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s046,8,16,158.485531,158.485531,14099,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s064,8,14,171.757605,171.757605,17259,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s065,8,15,156.259159,156.259159,19816,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s013,8,14,198.296603,198.296601,20751,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s012,8,14,128.211503,128.211502,21313,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s081,8,14,199.206138,199.206138,14617,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s080,8,15,172.163116,172.163116,18946,14000,false,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s027,8,15,116.407159,116.407159,10247,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s026,8,14,210.193938,210.193938,29528,15000,false,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s019,8,14,188.793716,188.793716,13410,15000,false,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s018,8,14,148.955526,148.955525,27243,15000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s050,8,14,192.290749,192.290749,6595,14000,true,true,,,,
xc7s25 t08 e012 r0.1 R0.5 d10.0 D50.0 s051,8,15,130.595796,130.595796,11593,13000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s034,8,12,100.019436,100.019436,24588,14000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s035,8,12,93.605744,93.605744,10464,13000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s043,8,12,100.543598,100.543599,3450,15000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s042,8,11,141.186088,141.186089,12940,14000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s098,8,11,146.193611,146.193612,15202,14000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s099,8,12,119.952398,119.952398,19912,14000,false,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s077,8,12,98.503112,98.503113,11481,13000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s076,8,11,100.546505,104.447272,9437,13000,false,false,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s001,8,11,146.509497,146.509497,44978,14000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s092,8,11,119.563786,119.563786,29172,14000,false,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s093,8,12,151.778861,218.793439,31123,15000,false,false,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s049,8,12,128.066501,128.066501,14036,13000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s048,8,11,128.448528,128.44853,16029,13000,false,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s023,8,12,167.257634,167.297634,39851,14000,false,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s022,8,11,141.426931,141.42693,12146,15000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s054,8,10,148.559439,148.559439,13195,13000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s055,8,12,125.188702,125.188703,11104,13000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s060,8,12,149.544387,210.69897,17858,13000,false,false,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s061,8,13,144.832936,144.832936,18295,13000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s029,8,12,116.891085,116.891085,21976,15000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s028,8,12,141.788993,213.101134,10173,13000,false,false,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s085,8,11,112.90015,112.90015,13797,15000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s084,8,10,207.926392,207.926392,30074,14000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s017,8,11,118.066163,118.066164,26116,14000,false,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s016,8,13,108.236827,123.677668,31303,14000,false,false,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s024,8,11,131.006945,131.006946,22989,14000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s025,8,10,161.808092,161.808092,23311,15000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s088,8,13,88.03564,104.029533,17600,17000,false,false,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s089,8,12,99.491985,99.491985,8651,15000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s053,8,12,117.617447,117.617448,14398,15000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s052,8,12,89.458047,89.643469,32057,13000,false,false,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s067,8,12,104.696775,104.696775,18781,14000,false,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s066,8,11,93.102062,93.102063,12339,14000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s059,8,13,99.993114,99.993113,11817,13000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s058,8,12,136.656805,136.656804,20966,15000,false,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s010,8,11,130.804338,130.804338,9129,14000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s011,8,13,118.744037,118.744037,36881,13000,false,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s082,8,12,105.932113,105.932112,10752,13000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s083,8,13,156.767847,156.767848,11861,13000,true,true,,,,
xc7s25 t08 e008 r0.1 R0.5 d10.0 D50.0 s033,8,11,188.018634,188.018633,21802,14000,true,true,,,,
