NAME	T	E	MMIP	Mheft-nf	UMIP	Uheft-nf	S	M
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s045"	8	15	159.926375	159.926375	19299	44000	false	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s039"	8	15	178.241310	178.241310	19910	43000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s038"	8	15	196.422776	213.652495	24155	47000	false	false
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s070"	8	15	194.551027	194.551027	28719	47000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s071"	8	15	199.531587	199.531587	17161	45000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s095"	8	16	129.360285	129.360286	22052	48000	false	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s094"	8	15	166.675825	166.675824	27225	43000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s007"	8	16	122.729250	153.963892	15509	46000	false	false
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s006"	8	15	164.608753	164.608752	8726	49000	false	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s063"	8	15	189.044755	189.044755	14415	48000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s062"	8	16	172.818210	172.818210	25886	44000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s086"	8	15	141.914390	141.914390	18525	44000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s087"	8	15	156.871493	156.871493	21016	44000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s014"	8	15	137.355214	137.355213	13175	43000	false	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s015"	8	15	161.714540	161.714540	15236	47000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s020"	8	17	133.566207	133.566207	6905	43000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s021"	8	15	171.525169	201.252849	30448	48000	false	false
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s069"	8	15	116.573235	116.573235	27109	43000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s068"	8	15	130.997192	154.291091	17867	43000	false	false
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s057"	8	15	98.560699	98.560699	15161	43000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s056"	8	16	179.402283	205.772766	17884	47000	false	false
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s074"	8	15	179.407320	179.407320	21538	44000	false	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s075"	8	15	185.729958	185.729958	30299	47000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s003"	8	16	155.060652	173.032235	15788	44000	false	false
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s002"	8	15	187.216217	187.216218	30583	47000	false	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s091"	8	15	183.606421	183.606421	22096	48000	false	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s090"	8	15	184.096090	184.096090	9531	47000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s037"	8	15	170.434741	170.434741	22691	48000	false	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s036"	8	15	154.743523	154.743522	5163	47000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s040"	8	16	163.572672	163.572673	19763	47000	false	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s041"	8	16	164.923914	164.923914	17047	48000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s100"	8	16	156.407357	169.348548	20713	44000	false	false
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s009"	8	16	165.989339	165.989339	21569	43000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s008"	8	15	165.015434	165.015434	13158	44000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s073"	8	15	170.553268	202.689071	20027	49000	false	false
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s072"	8	15	202.712877	202.712877	21434	45000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s096"	8	16	107.069112	107.069111	10150	49000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s097"	8	16	113.761220	113.761219	17699	45000	false	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s004"	8	15	236.664831	236.664832	15948	44000	false	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s005"	8	16	168.020766	168.020766	13326	43000	false	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s079"	8	15	150.350685	150.350685	20600	43000	false	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s078"	8	15	144.304910	144.304911	15601	43000	false	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s030"	8	15	139.259559	139.259559	13659	48000	false	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s031"	8	15	245.584449	245.584450	29334	47000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s047"	8	15	165.011868	165.011869	44332	49000	false	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s046"	8	16	199.339309	232.739540	19236	44000	false	false
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s064"	8	15	171.757605	171.757605	17087	48000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s065"	8	16	156.259159	156.259159	19661	43000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s013"	8	15	198.296603	198.296601	15968	49000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s012"	8	15	141.163059	141.163058	27923	48000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s081"	8	15	211.900119	211.900119	15248	47000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s080"	8	15	190.396591	190.396591	26768	44000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s027"	8	16	144.164820	170.987508	14811	47000	false	false
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s026"	8	15	210.193938	210.193938	29537	45000	false	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s019"	8	15	188.793716	220.428171	13435	50000	false	false
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s018"	8	15	148.955526	148.955525	27219	46000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s050"	8	15	192.290749	192.290749	6668	45000	true	true
"xc7s25 t08 e013 r0.1 R0.5 d10.0 D50.0 s051"	8	16	130.595796	130.595796	12372	47000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s034"	8	16	135.531389	135.531388	19626	43000	false	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s035"	8	16	127.269219	127.269220	14791	47000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s043"	8	16	178.770278	178.770279	21795	43000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s042"	8	16	207.866314	207.866315	12924	48000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s098"	8	16	163.412745	163.412746	11772	42000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s099"	8	16	178.641721	178.641720	20915	47000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s077"	8	16	120.733814	120.733815	15484	48000	false	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s076"	8	16	140.794404	140.794404	23091	49000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s001"	8	17	146.509497	146.509497	19933	48000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s092"	8	16	146.187921	146.187921	18593	43000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s093"	8	16	208.335142	208.335142	19932	48000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s049"	8	16	239.760040	239.760040	20562	43000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s048"	8	16	164.043780	164.043781	35162	48000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s023"	8	17	181.524179	181.524179	24654	48000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s022"	8	16	209.429496	209.429495	21331	44000	false	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s054"	8	16	148.559439	148.559439	23303	45000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s055"	8	16	211.900436	211.900437	30874	44000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s060"	8	16	194.327334	194.327333	11723	47000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s061"	8	16	207.839074	207.839074	19960	48000	false	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s029"	8	17	128.464098	128.464098	9285	47000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s028"	8	16	205.704224	205.704223	12897	47000	false	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s085"	8	16	122.998685	122.998686	12338	45000	false	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s084"	8	16	207.926392	207.926392	25837	48000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s017"	8	17	147.377126	147.377127	18956	49000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s016"	8	16	184.273366	184.273366	25042	44000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s024"	8	16	187.135029	187.135031	18278	48000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s025"	8	16	161.808092	161.808092	14523	44000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s088"	8	16	142.124112	142.124112	27049	43000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s089"	8	16	172.806246	172.806247	19576	43000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s053"	8	17	143.036762	160.173214	21063	45000	false	false
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s052"	8	17	110.507801	110.507801	14334	48000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s067"	8	17	129.817680	129.817680	24958	50000	false	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s066"	8	16	146.738647	146.738649	39156	48000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s059"	8	17	147.489059	162.595710	13449	47000	false	false
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s058"	8	16	153.152581	164.534417	17590	43000	false	false
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s010"	8	16	170.523284	170.523284	7933	48000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s011"	8	16	154.114196	181.926820	18831	47000	false	false
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s082"	8	16	154.962040	154.962040	26384	45000	false	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s083"	8	17	204.920746	204.920746	14493	44000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s033"	8	16	209.183100	209.183099	8615	44000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s032"	8	16	161.551848	174.706363	17212	44000	false	false
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s044"	8	16	177.286305	177.286304	18158	48000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s045"	8	16	159.926375	159.926375	19237	49000	false	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s039"	8	16	178.241310	178.241310	19859	44000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s038"	8	16	196.422776	213.652495	17080	45000	false	false
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s070"	8	16	194.551027	194.551027	9464	48000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s071"	8	16	199.531587	199.531587	21227	46000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s095"	8	17	129.360285	129.360286	22036	47000	false	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s094"	8	16	166.675825	166.675824	19178	48000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s007"	8	16	153.963891	153.963892	15108	43000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s006"	8	16	193.865483	193.865483	25230	42000	false	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s063"	8	16	189.044755	189.044755	14304	44000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s062"	8	16	199.764304	199.764304	18233	48000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s086"	8	16	172.072133	172.072133	15293	48000	false	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s087"	8	16	156.871493	156.871493	23550	48000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s014"	8	16	147.838176	147.838176	27866	49000	false	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s015"	8	16	187.146309	187.146310	12392	43000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s020"	8	17	152.078318	152.078318	23961	46000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s021"	8	16	175.818210	201.252849	15331	49000	false	false
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s069"	8	16	116.573235	116.573235	14742	47000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s068"	8	16	154.291091	154.291091	28933	47000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s057"	8	16	98.560699	98.560699	15308	49000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s056"	8	16	205.772767	205.772766	24227	48000	false	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s074"	8	16	179.407320	179.407320	21229	46000	false	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s075"	8	16	185.729958	185.729958	30074	44000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s003"	8	16	155.100652	173.032235	12901	44000	false	false
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s002"	8	16	187.216217	187.216218	23805	50000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s091"	8	16	183.606421	183.606421	22156	49000	false	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s090"	8	16	184.096090	184.096090	9530	46000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s037"	8	16	170.434741	170.434741	22794	48000	false	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s036"	8	16	154.743523	154.743522	5141	48000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s040"	8	17	182.526758	182.526759	9468	49000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s041"	8	16	190.343520	190.343520	22646	49000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s100"	8	17	156.407357	169.348548	20812	48000	false	false
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s009"	8	16	183.666350	183.666350	29974	44000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s008"	8	16	165.015434	165.015434	10798	45000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s073"	8	16	170.553268	202.689071	20795	48000	false	false
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s072"	8	16	202.712877	202.712877	21350	48000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s096"	8	16	121.991452	121.991451	11650	48000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s097"	8	17	113.761220	113.761219	19114	48000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s004"	8	16	236.664831	236.664832	15941	47000	false	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s005"	8	17	168.020766	168.020766	13345	48000	false	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s079"	8	16	168.755449	168.755449	26933	49000	false	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s078"	8	16	144.304910	144.304911	15290	43000	false	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s030"	8	16	159.243185	159.243185	20434	45000	false	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s031"	8	16	245.584449	245.584450	34803	44000	false	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s047"	8	16	165.011868	165.011869	25304	48000	false	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s046"	8	16	199.339309	232.739540	19515	44000	false	false
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s064"	8	16	171.757605	171.757605	17088	43000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s065"	8	17	156.259159	156.259159	20005	44000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s013"	8	16	198.296603	198.296601	16133	48000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s012"	8	16	141.163059	141.163058	27718	48000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s081"	8	16	211.900119	211.900119	15231	48000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s080"	8	16	231.313194	231.313194	24440	43000	false	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s027"	8	16	170.987507	170.987508	13765	44000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s026"	8	16	223.690525	223.690525	24094	46000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s019"	8	16	220.428172	220.428171	17816	44000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s018"	8	16	148.955526	148.955525	27013	43000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s050"	8	16	192.290749	192.290749	7041	49000	true	true
"xc7s25 t08 e014 r0.1 R0.5 d10.0 D50.0 s051"	8	17	170.269693	170.269693	23397	48000	true	true
"xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s034"	8	17	170.427503	170.427502	29649	48000	true	true
"xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s035"	8	17	145.877063	145.877064	16827	49000	true	true
"xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s043"	8	17	178.770278	178.770279	18659	49000	true	true
"xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s042"	8	17	207.866314	207.866315	12985	48000	true	true
"xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s098"	8	17	163.412745	163.412746	9895	45000	true	true
"xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s099"	8	17	178.641721	178.641720	16787	44000	true	true
"xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s077"	8	17	135.812744	135.812744	19990	46000	false	true
"xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s076"	8	17	172.396049	172.396049	24850	47000	true	true
"xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s001"	8	17	173.048146	173.048146	31434	47000	true	true
"xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s092"	8	17	146.187921	146.187921	19808	44000	false	true
"xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s093"	8	17	208.335142	208.335142	18851	43000	true	true
"xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s049"	8	17	239.760040	239.760040	27735	49000	true	true
"xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s048"	8	17	164.043780	164.043781	35709	47000	true	true
"xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s023"	8	17	192.942006	192.942006	33805	48000	true	true
"xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s022"	8	17	209.429496	209.429495	21418	48000	false	true
"xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s054"	8	17	165.299843	165.299844	22980	47000	false	true
"xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s055"	8	17	211.900436	211.900437	28702	44000	true	true
"xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s060"	8	17	194.327334	194.327333	11700	43000	true	true
"xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s061"	8	17	207.839074	207.839074	19430	43000	false	true
"xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s029"	8	17	148.425216	148.425216	18247	45000	true	true
"xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s028"	8	17	205.704224	205.704223	16658	49000	false	true
"xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s085"	8	17	143.879903	143.879904	24423	47000	true	true
"xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s084"	8	17	207.926392	207.926392	22681	44000	true	true
"xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s017"	8	17	164.927663	164.927664	25630	44000	true	true
"xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s016"	8	17	184.273366	184.273366	24684	43000	true	true
"xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s024"	8	17	187.135029	187.135031	26868	44000	false	true
"xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s025"	8	17	161.808092	161.808092	19909	48000	true	true
"xc7s25 t08 e015 r0.1 R0.5 d10.0 D50.0 s088"	8	17	142.124112	142.124112	27042	43000	true	true
