NAME,T,E,MMIP,MSLOT,UMIP,USLOT,S,M,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s025,13,23,143.900766,148.504274,3160360887,36000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s088,13,20,135.380973,135.380972,6355397,35000,true,true,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s089,13,20,217.428348,217.428348,55328651,26000,false,true,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s053,13,21,157.281872,162.854646,26736626,25000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s052,13,21,159.063991,256.535323,285108570,39000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s067,13,19,173.261897,173.261898,3945490,24000,true,true,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s066,13,22,157.565068,157.565069,1197133215,31000,false,true,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s059,13,19,147.596602,147.596603,21525660,28000,false,true,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s058,13,20,123.337074,123.571337,7849328,31000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s010,13,21,143.658628,186.302613,314350750,43000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s011,13,22,149.607123,162.5932,102179200,43000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s082,13,20,135.002281,217.663513,24430577,31000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s083,13,20,204.029444,204.029445,9689086,45000,false,true,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s033,13,21,189.036775,189.076775,700705328,34000,false,true,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s032,13,20,197.180576,224.419059,45123464,32000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s044,13,21,189.419171,240.291259,867466823,33000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s045,13,21,176.47596,187.73055,36319983,36000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s039,13,21,144.606891,217.243933,778261581,32000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s038,13,22,202.322422,261.185774,3421251354,33000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s070,13,20,144.151999,159.713876,2035500431,32000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s071,13,21,163.802216,163.802216,161652790,30000,false,true,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s095,13,20,159.059244,195.460204,204900143,35000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s094,13,19,157.893128,162.817404,112861291,31000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s007,13,22,157.97414,160.030861,606774651,38000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s006,13,18,196.907013,196.907014,5180518,37000,false,true,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s063,13,20,185.966469,221.622889,87296387,32000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s062,13,23,180.148807,208.203572,530221971,28000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s086,13,20,207.751893,207.791892,10452943,24000,false,true,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s087,13,20,149.669966,178.979114,92835576,34000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s014,13,22,172.479377,281.391098,27527257,48000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s015,13,19,190.808338,199.397068,462232666,33000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s020,13,21,184.044258,184.044258,35736589,34000,false,true,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s021,13,20,168.600677,185.23478,17732518,27000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s069,13,18,119.290784,124.900404,48110866,28000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s068,13,20,156.658293,156.658293,113911633,26000,true,true,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s057,13,21,132.223141,142.462756,7964752,33000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s056,13,21,157.250821,157.250821,30036316,31000,false,true,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s074,13,22,141.992354,167.797541,839749549,39000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s075,13,20,150.89634,151.182425,25036935,30000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s003,13,21,166.328718,180.928711,1289252973,33000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s002,13,22,167.102825,167.102825,988059982,33000,true,true,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s091,13,21,165.594646,165.594645,115424339,32000,false,true,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s090,13,21,180.917747,240.877873,177811252,39000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s037,13,19,177.336095,184.965648,74268973,36000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s036,13,22,149.478131,153.677428,635294509,31000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s040,13,20,167.49467,176.785652,157578716,35000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s041,13,20,197.494392,197.494391,213448144,33000,true,true,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s100,13,22,145.097438,160.471677,2604128913,36000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s009,13,20,172.538139,172.538139,66161098,31000,true,true,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s008,13,21,167.492071,167.492071,196282644,36000,false,true,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s073,13,21,163.920144,163.920145,122052766,35000,false,true,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s072,13,20,191.605679,201.6744,16145158,28000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s096,13,23,136.483106,136.483106,1069328085,27000,false,true,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s097,13,18,129.353271,129.353271,12999953,31000,true,true,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s004,13,22,209.441099,360.456256,2050904848,34000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s005,13,20,181.529504,205.680322,8674445,35000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s079,13,21,131.248164,131.248164,6673848,29000,true,true,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s078,13,21,137.767682,197.054569,29933160,38000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s030,13,20,148.920292,148.920292,22391202,31000,true,true,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s031,13,22,199.948456,278.441764,16514148,31000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s047,13,21,153.258887,166.662843,18185192,35000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s046,13,22,192.305001,192.305001,123622873,25000,false,true,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s064,13,20,129.370053,129.370053,9978579,34000,false,true,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s065,13,22,203.595976,203.595975,27132746,29000,true,true,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s013,13,21,166.683361,174.663459,10322192,34000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s012,13,20,146.210559,155.747217,695657037,38000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s081,13,21,195.472742,195.668006,7734464,30000,false,true,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s080,13,22,220.430902,220.430902,9504112,26000,false,true,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s027,13,21,146.311709,232.109955,38984862,38000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s026,13,22,164.241991,267.186728,612134118,30000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s019,13,21,208.014111,218.775961,2214702641,35000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s018,13,20,155.320803,173.28086,41359791,37000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s050,13,20,155.626786,183.494744,130305948,42000,false,false,,,
xc7s25 t13 e013 r0.1 R0.5 d10.0 D50.0 s051,13,20,131.507213,141.331504,14063186,38000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s034,13,20,192.042051,192.042051,1492183,32000,true,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s035,13,22,151.383939,151.38394,34340068,32000,false,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s043,13,24,156.531448,173.333696,48717662,33000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s042,13,20,200.424226,200.424225,7136739,28000,true,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s098,13,20,153.787655,153.787655,43260679,33000,true,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s099,13,22,169.759924,230.727388,62962289,32000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s077,13,19,124.265758,124.265758,25140624,29000,true,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s076,13,23,139.507016,139.507016,88683063,30000,true,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s001,13,20,185.475545,227.776242,10729679,31000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s092,13,21,177.412365,177.412364,31305599,30000,false,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s093,13,18,250.633722,250.633722,9230909,28000,false,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s049,13,21,186.719415,199.575694,70837569,33000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s048,13,20,214.738608,214.778608,4183721,25000,false,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s023,13,21,192.765344,198.849836,14326337,31000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s022,13,21,196.156898,239.06766,457041340,32000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s054,13,23,136.076348,147.750413,103031924,30000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s055,13,22,171.374937,175.849233,6302056,31000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s060,13,23,149.754094,149.754094,8782511,28000,false,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s061,13,22,184.211193,195.310893,125889039,36000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s029,13,21,145.634684,186.9716,333958332,32000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s028,13,19,235.936063,235.976063,9978636,29000,false,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s085,13,20,172.255486,172.255486,27597216,32000,true,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s084,13,21,168.823274,184.268633,8925540,30000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s017,13,23,171.504932,260.8292,362534922,43000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s016,13,21,184.737543,312.907678,3549918,31000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s024,13,22,161.190822,161.190823,2456894426,29000,false,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s025,13,23,143.900766,236.390441,174596549,44000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s088,13,21,135.380973,135.380972,2124368,35000,true,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s089,13,21,217.428348,217.428348,19115532,28000,false,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s053,13,22,157.281872,162.854646,14151081,27000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s052,13,22,159.063991,256.535323,1308842021,35000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s067,13,19,202.594081,202.634081,17010560,25000,false,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s066,13,22,157.565068,157.565069,126511011,33000,false,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s059,13,20,149.134823,153.498799,8814417,28000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s058,13,21,123.337074,123.571337,9049560,35000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s010,13,22,170.680179,217.490388,431559682,37000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s011,13,22,167.559318,185.509848,2654348,34000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s082,13,20,135.002281,217.663513,9237424,30000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s083,13,21,204.029444,204.029445,4587981,29000,false,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s033,13,22,189.036775,189.076775,93188964,32000,false,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s032,13,21,197.180576,224.419059,10857809,30000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s044,13,21,196.107982,240.291259,1799714508,34000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s045,13,22,176.47596,198.852412,12629581,32000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s039,13,21,163.37944,165.932661,4264108207,35000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s038,13,22,210.146319,210.14632,6501476,34000,true,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s070,13,21,144.151999,159.713876,301355501,34000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s071,13,21,163.982164,174.825107,26006058,36000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s095,13,21,159.059244,195.460204,114056249,34000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s094,13,20,157.893128,162.817404,37334518,35000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s007,13,23,157.97414,170.406049,66515999,40000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s006,13,19,196.907013,196.907014,2102134,38000,false,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s063,13,20,189.045848,195.366494,4879611,34000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s062,13,22,180.148807,180.148807,25985814,27000,false,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s086,13,21,207.751893,491.281657,4002384,31000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s087,13,21,149.669966,225.205591,45933320,35000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s014,13,22,182.803821,281.391098,44615581,45000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s015,13,20,190.848338,199.397068,238766478,33000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s020,13,22,184.044258,184.044258,3952970119,40000,false,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s021,13,20,168.600677,185.23478,5120334,27000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s069,13,19,119.290784,119.290784,7778398,30000,false,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s068,13,21,156.658293,156.658293,42822598,27000,false,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s057,13,22,132.223141,142.462756,2468396,32000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s056,13,22,161.676356,161.676356,16288976,31000,false,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s074,13,22,147.888208,152.103554,52796162,34000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s075,13,21,150.89634,151.182425,16937992,30000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s003,13,22,167.626596,184.50107,328570297,31000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s002,13,23,167.102825,167.102825,950338637,28000,true,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s091,13,22,165.594646,165.594645,42100977,34000,false,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s090,13,21,180.917747,180.917746,13425884,28000,true,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s037,13,20,189.28169,193.777701,6723087,34000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s036,13,23,149.478131,191.430007,93055237,36000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s040,13,21,167.49467,176.785652,51776449,35000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s041,13,21,201.665697,310.093544,57043325,32000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s100,13,23,145.097438,160.471677,4230195949,34000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s009,13,20,213.14765,237.587284,18216653,32000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s008,13,22,167.492071,167.492071,56338279,35000,false,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s073,13,21,163.960144,167.373091,22695372,36000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s072,13,21,191.605679,201.6744,7521607,29000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s096,13,24,136.483106,136.483106,438324133,31000,false,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s097,13,19,129.353271,129.353271,5610929,29000,true,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s004,13,23,210.10129,360.456256,2087239517,32000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s005,13,20,181.529504,205.680322,3812318,39000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s079,13,22,135.601478,135.601479,3818485,31000,true,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s078,13,21,151.305044,218.321794,104837185,37000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s030,13,21,148.920292,148.920292,8381388,29000,true,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s031,13,22,199.948456,278.441764,6000815,31000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s047,13,22,157.251661,166.662843,12553067,34000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s046,13,21,218.40756,219.522925,6391880,29000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s064,13,21,129.370053,129.370053,792903,33000,false,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s065,13,23,203.647544,203.647544,6025669,25000,true,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s013,13,22,166.683361,174.663459,4506929,35000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s012,13,20,146.210559,146.210558,87510144,40000,false,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s081,13,21,195.472742,195.472742,2978765,27000,false,true,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s080,13,22,222.551574,244.222671,3266132,30000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s027,13,22,146.311709,232.109955,27264655,37000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s026,13,23,164.241991,267.186728,33819793,32000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s019,13,22,208.014111,218.775961,1387732438,36000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s018,13,21,155.320803,173.28086,46544021,36000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s050,13,21,155.626786,183.494744,52287324,37000,false,false,,,
xc7s25 t13 e014 r0.1 R0.5 d10.0 D50.0 s051,13,19,137.351488,145.445108,2479754,36000,false,false,,,
xc7s25 t13 e022 r0.1 R0.5 d10.0 D50.0 s034,13,26,211.060184,211.060184,4256313,25000,false,true,,,
xc7s25 t13 e022 r0.1 R0.5 d10.0 D50.0 s035,13,28,177.52194,177.561941,723552,29000,false,true,,,
xc7s25 t13 e022 r0.1 R0.5 d10.0 D50.0 s043,13,29,187.26541,187.265411,1409768,32000,true,true,,,
xc7s25 t13 e022 r0.1 R0.5 d10.0 D50.0 s042,13,25,270.114185,273.141719,6450535,35000,false,false,,,
xc7s25 t13 e022 r0.1 R0.5 d10.0 D50.0 s098,13,25,222.897609,226.644231,5796773,30000,false,false,,,
xc7s25 t13 e022 r0.1 R0.5 d10.0 D50.0 s099,13,25,228.143966,228.143965,2760365,30000,true,true,,,
xc7s25 t13 e022 r0.1 R0.5 d10.0 D50.0 s077,13,26,142.950525,142.950525,3026473,30000,true,true,,,
xc7s25 t13 e022 r0.1 R0.5 d10.0 D50.0 s076,13,27,152.27034,152.27034,2183977,31000,false,true,,,
xc7s25 t13 e022 r0.1 R0.5 d10.0 D50.0 s001,13,26,228.651936,357.904928,3866355,34000,false,false,,,
xc7s25 t13 e022 r0.1 R0.5 d10.0 D50.0 s092,13,28,191.653447,191.653447,6872473,31000,true,true,,,
xc7s25 t13 e022 r0.1 R0.5 d10.0 D50.0 s093,13,25,332.262391,332.262391,7477567,34000,false,true,,,
xc7s25 t13 e022 r0.1 R0.5 d10.0 D50.0 s049,13,27,193.957425,222.298575,3521023,32000,false,false,,,
xc7s25 t13 e022 r0.1 R0.5 d10.0 D50.0 s048,13,25,227.482754,227.482755,3312917,32000,true,true,,,
xc7s25 t13 e022 r0.1 R0.5 d10.0 D50.0 s023,13,28,210.120663,210.120663,9156929,31000,true,true,,,
xc7s25 t13 e022 r0.1 R0.5 d10.0 D50.0 s022,13,26,250.400652,250.867906,10884627,30000,false,false,,,
xc7s25 t13 e022 r0.1 R0.5 d10.0 D50.0 s054,13,26,172.381696,180.924579,14093395,30000,false,false,,,
xc7s25 t13 e022 r0.1 R0.5 d10.0 D50.0 s055,13,27,233.075949,233.075948,5937238,28000,true,true,,,
xc7s25 t13 e022 r0.1 R0.5 d10.0 D50.0 s060,13,27,191.351455,191.351454,707169,26000,true,true,,,
xc7s25 t13 e022 r0.1 R0.5 d10.0 D50.0 s061,13,27,208.424138,208.424137,905917,28000,true,true,,,
xc7s25 t13 e022 r0.1 R0.5 d10.0 D50.0 s029,13,26,170.081207,179.178813,6355558,31000,false,false,,,
