NAME,T,E,MMIP,MSLOT,UMIP,USLOT,S,M,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s016,7,10,157.434874,157.434874,8923,14000,false,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s024,7,10,146.88754,146.887541,10026,13000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s025,7,11,113.133439,113.133439,8735,13000,false,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s088,7,11,95.28729,95.28729,4191,13000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s089,7,11,112.268296,112.268297,5853,13000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s053,7,11,118.810193,118.810194,6547,12000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s052,7,11,91.429768,91.429768,4728,13000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s067,7,11,107.46959,107.46959,5356,13000,false,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s066,7,10,133.689099,133.689101,13382,13000,false,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s059,7,11,124.437501,124.437501,10878,14000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s058,7,10,141.625737,141.625736,6166,13000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s010,7,10,128.733886,128.733886,5460,13000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s011,7,11,129.609929,129.609929,3635,13000,false,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s082,7,10,136.846406,136.846406,6362,13000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s083,7,10,199.148993,199.148994,5201,13000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s033,7,10,150.137115,150.137114,9862,14000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s032,7,10,130.527907,130.527908,11023,13000,false,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s044,7,11,146.28353,146.28353,7181,13000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s045,7,11,107.786539,107.786539,5922,13000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s039,7,11,108.58672,108.58672,2892,12000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s038,7,11,149.703215,149.703216,8644,14000,false,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s070,7,11,124.35084,124.35084,3653,12000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s071,7,11,147.814133,147.814133,6988,13000,false,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s095,7,10,124.706221,124.706222,9365,12000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s094,7,11,106.579539,106.579538,7276,12000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s007,7,12,85.604623,85.604624,5107,12000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s006,7,11,127.458243,127.458242,5608,14000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s063,7,11,96.409441,96.409441,6254,12000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s062,7,10,123.195025,123.195025,7972,13000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s086,7,11,128.18674,128.18674,4211,12000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s087,7,10,129.972592,129.972592,7810,14000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s014,7,11,103.660942,103.660942,5845,14000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s015,7,10,162.872497,162.872498,9898,14000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s020,7,10,113.162302,113.162302,7132,13000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s021,7,10,163.287948,163.287948,8309,14000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s069,7,11,76.319002,76.319002,8249,13000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s068,7,11,97.25642,97.25642,6554,13000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s057,7,12,61.935597,61.935597,2230,12000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s056,7,10,146.42467,146.42467,7569,12000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s074,7,11,141.843572,141.843573,7517,12000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s075,7,10,138.261915,138.261915,7195,14000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s003,7,10,160.386044,160.386044,5609,14000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s002,7,10,105.952271,105.952272,12013,14000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s091,7,11,110.175519,110.175519,5924,12000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s090,7,10,158.670505,158.670505,8211,13000,false,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s037,7,11,132.954791,132.954791,10600,13000,false,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s036,7,11,140.981257,140.981257,7429,14000,false,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s040,7,10,156.659518,156.659519,6851,12000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s041,7,11,123.881714,123.881714,6893,13000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s100,7,10,156.367357,156.367356,4032,14000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s009,7,10,164.308367,164.308367,6484,14000,false,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s008,7,10,154.9745,154.9745,5494,12000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s073,7,11,143.586882,143.586882,10939,13000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s072,7,10,155.373999,155.373998,9467,12000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s096,7,10,109.317365,109.317364,6108,13000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s097,7,11,70.581503,70.581502,5543,13000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s004,7,10,205.452913,205.452914,7983,13000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s005,7,11,119.892966,119.892966,4079,12000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s079,7,10,120.296047,120.296048,3628,13000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s078,7,10,91.708691,91.708692,6894,12000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s030,7,11,109.49406,109.49406,7362,13000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s031,7,10,196.629992,196.629993,5778,14000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s047,7,10,122.700452,122.700452,4126,12000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s046,7,10,185.081074,185.081074,8373,13000,false,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s064,7,10,120.023192,120.023192,4230,12000,false,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s065,7,10,116.920794,116.920795,9956,12000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s013,7,10,142.765623,142.765622,6921,12000,false,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s012,7,10,110.294546,110.294545,7848,14000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s081,7,10,150.385508,150.385508,6342,13000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s080,7,11,147.612795,147.612795,8777,13000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s027,7,10,119.726715,119.726715,4228,12000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s026,7,11,161.596701,161.596702,11566,12000,false,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s019,7,10,160.860027,160.860027,6722,13000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s018,7,11,114.571131,114.57113,3637,12000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s050,7,10,126.854552,126.854553,7323,13000,true,true,,,,
xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s051,7,10,170.269693,170.269693,14022,12000,false,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s034,7,9,80.844797,87.999053,69345,14000,false,false,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s035,7,9,62.905368,62.905368,41137,12000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s043,7,9,75.949804,75.949804,137172,12000,false,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s042,7,9,106.960893,106.960893,217140,14000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s098,7,9,56.790164,56.790164,42908,12000,false,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s099,7,9,82.4046,82.4046,107122,14000,false,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s077,7,9,46.605851,46.605851,41355,12000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s076,7,9,55.339006,55.339006,68695,13000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s001,7,9,70.825349,70.82535,28041,13000,false,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s092,7,9,73.428913,73.428913,197982,13000,false,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s093,7,9,90.565321,90.565321,36023,12000,false,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s049,7,9,89.544678,115.47059,107164,14000,false,false,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s048,7,9,61.300291,61.300291,79261,13000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s023,7,9,100.839717,103.688435,92863,13000,false,false,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s022,7,9,75.765198,75.765197,91969,13000,false,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s054,7,9,66.56738,66.567381,40984,13000,false,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s055,7,9,82.837881,82.837882,46731,12000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s060,7,9,88.929712,88.929712,72725,12000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s061,7,9,94.963659,101.197355,114383,14000,false,false,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s029,7,9,80.232953,83.688258,214585,15000,false,false,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s028,7,9,70.436852,70.436852,36775,13000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s085,7,9,54.651281,54.651281,36250,11000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s084,7,9,82.846564,82.846564,19781,14000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s017,7,9,63.932244,63.932244,50841,13000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s016,7,9,96.635842,96.635842,157611,16000,false,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s024,7,9,88.557425,88.557426,158247,12000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s025,7,9,79.521275,88.504607,234015,13000,false,false,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s088,7,9,61.464871,61.464871,58347,12000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s089,7,9,82.064309,82.064309,88593,15000,false,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s053,7,9,81.527302,81.527303,63290,12000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s052,7,9,66.78525,66.78525,145481,13000,false,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s067,7,9,55.806602,55.806602,69981,13000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s066,7,9,75.616266,75.616267,79450,14000,false,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s059,7,9,69.716099,69.716099,45804,13000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s058,7,9,76.95369,76.95369,143750,13000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s010,7,9,68.407113,68.407113,34465,15000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s011,7,9,70.935052,70.935052,86510,13000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s082,7,9,73.076484,73.076484,41186,13000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s083,7,9,85.809234,85.809234,51272,12000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s033,7,9,104.755784,113.445551,264988,14000,false,false,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s032,7,9,81.143835,81.143836,248062,16000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s044,7,9,94.505163,94.505162,149807,14000,false,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s045,7,9,71.077316,71.077316,43997,13000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s039,7,9,83.974749,83.974749,75340,12000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s038,7,9,98.418903,101.14139,66719,13000,false,false,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s070,7,9,68.296843,68.296843,34264,13000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s071,7,9,93.874751,93.874751,171523,13000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s095,7,9,62.800177,62.800178,64843,14000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s094,7,9,59.926856,59.926855,32539,12000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s007,7,9,68.725897,68.725898,36057,12000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s006,7,9,69.553851,69.55385,38778,12000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s063,7,9,79.919493,79.919493,66616,13000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s062,7,9,89.111117,89.111117,177617,15000,false,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s086,7,9,72.695978,72.695979,29739,12000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s087,7,9,69.705036,69.705036,61997,12000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s014,7,9,73.800058,73.800058,149276,13000,false,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s015,7,9,92.945698,117.892212,230063,14000,false,false,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s020,7,9,90.005014,90.005014,179266,14000,false,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s021,7,9,78.677711,78.677711,64723,13000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s069,7,9,48.612618,48.612618,64810,12000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s068,7,9,80.453454,80.453454,98532,14000,false,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s057,7,9,48.693145,48.693145,70069,12000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s056,7,9,79.646118,79.646118,53078,15000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s074,7,9,74.193079,74.19308,57905,13000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s075,7,9,60.294466,60.294466,56876,13000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s003,7,9,95.527289,95.527289,125125,14000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s002,7,9,84.203066,84.203066,153098,14000,false,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s091,7,9,79.875766,79.875766,79515,14000,false,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s090,7,9,97.014456,97.014456,256283,16000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s037,7,9,70.515634,70.515634,118427,15000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s036,7,9,68.145801,68.145801,22577,14000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s040,7,9,74.440724,74.440724,57609,12000,false,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s041,7,9,67.02413,67.02413,35865,15000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s100,7,9,68.025183,68.025182,19413,13000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s009,7,9,108.689944,108.689944,115296,16000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s008,7,9,117.196938,117.196938,119531,19000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s073,7,9,69.294664,69.294664,49946,13000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s072,7,9,109.218362,109.218362,147450,16000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s096,7,9,56.578357,67.873326,54986,15000,false,false,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s097,7,9,49.949153,49.949152,56296,13000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s004,7,9,122.335053,126.741311,157597,18000,false,false,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s005,7,9,94.82888,94.82888,71305,12000,false,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s079,7,9,65.988425,65.988425,76640,13000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s078,7,9,44.504769,44.50477,47048,13000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s030,7,9,68.980749,68.980749,45582,12000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s031,7,9,82.073772,82.073772,45348,13000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s047,7,9,66.055006,66.055006,36438,11000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s046,7,9,105.097742,105.097742,140469,14000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s064,7,9,73.80192,73.80192,36262,12000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s065,7,9,99.241246,99.241246,177157,14000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s013,7,9,88.059731,88.059731,62688,13000,false,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s012,7,9,52.991866,52.991865,64966,12000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s081,7,9,89.391694,89.391695,110485,15000,false,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s080,7,9,88.462717,88.462717,49740,12000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s027,7,9,84.056594,84.056594,81573,12000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s026,7,9,90.177425,90.177425,124210,13000,false,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s019,7,9,112.766955,112.766955,114033,13000,false,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s018,7,9,64.540314,64.540314,59600,12000,false,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s050,7,9,65.670111,65.670111,53698,16000,true,true,,,,
xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s051,7,9,72.068268,72.068268,61573,12000,true,true,,,,
xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s034,7,9,92.613342,92.613342,4556,12000,true,true,,,,
xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s035,7,10,78.000999,78.001,7624,12000,true,true,,,,
xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s043,7,9,106.901026,118.755145,8657,14000,false,false,,,,
xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s042,7,9,142.641572,142.641573,8527,13000,true,true,,,,
xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s098,7,10,83.563651,83.563651,5095,13000,true,true,,,,
xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s099,7,10,92.675904,92.675904,7241,13000,true,true,,,,
xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s077,7,9,66.900553,66.940554,5607,13000,false,true,,,,
xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s076,7,8,106.884266,106.884266,3014,13000,true,true,,,,
xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s001,7,8,115.612822,122.769456,15909,14000,false,false,,,,
xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s092,7,9,87.991635,87.991635,5495,13000,true,true,,,,
xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s093,7,9,148.683248,148.683247,3149,12000,true,true,,,,
xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s049,7,10,128.066501,128.066501,8976,15000,true,true,,,,
xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s048,7,8,115.744382,115.744383,9254,13000,true,true,,,,
xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s023,7,8,115.106262,115.106262,4486,12000,true,true,,,,
xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s022,7,10,90.793536,131.819037,3312,12000,false,false,,,,
xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s054,7,10,90.889492,139.126976,3825,13000,false,false,,,,
xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s055,7,9,142.207386,142.207387,5516,13000,true,true,,,,
xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s060,7,10,118.426518,118.426518,4150,13000,true,true,,,,
xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s061,7,9,135.422497,135.422497,3956,11000,true,true,,,,
xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s029,7,9,105.266977,105.266977,8414,14000,false,true,,,,
xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s028,7,9,134.863573,134.863572,7144,12000,true,true,,,,
