NAME	T	E	MMIP	Mheft-nf	UMIP	Uheft-nf	S	M
"xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s046"	7	10	185.081074	185.081074	8373	48000	false	true
"xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s064"	7	10	120.023192	120.023192	4230	41000	true	true
"xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s065"	7	10	116.920794	116.920795	9956	46000	true	true
"xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s013"	7	10	142.765623	155.656690	6921	48000	false	false
"xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s012"	7	10	110.294546	110.294545	7848	42000	true	true
"xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s081"	7	10	150.385508	150.385508	6342	41000	true	true
"xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s080"	7	11	147.612795	147.612795	8777	45000	true	true
"xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s027"	7	10	119.726715	119.726715	4228	42000	true	true
"xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s026"	7	11	161.596701	175.053289	11566	46000	false	false
"xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s019"	7	10	160.860027	192.534482	6722	46000	false	false
"xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s018"	7	11	114.571131	114.571130	3637	43000	true	true
"xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s050"	7	10	126.854552	161.662125	7323	43000	false	false
"xc7s25 t07 e008 r0.1 R0.5 d10.0 D50.0 s051"	7	10	170.269693	170.269693	14022	45000	false	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s034"	7	9	80.844797	87.999053	69345	45000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s035"	7	9	62.905368	83.431503	41137	42000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s043"	7	9	75.949804	75.949804	137172	42000	true	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s042"	7	9	106.960893	106.960893	217140	41000	false	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s098"	7	9	56.790164	71.156821	42908	42000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s099"	7	9	82.404600	90.029899	107122	47000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s077"	7	9	46.605851	65.250618	41355	42000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s076"	7	9	55.339006	83.186905	68695	46000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s001"	7	9	70.825349	90.406944	28041	42000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s092"	7	9	73.428913	73.428913	197982	45000	false	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s093"	7	9	90.565321	128.867970	36023	45000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s049"	7	9	89.544678	115.470590	107164	47000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s048"	7	9	61.300291	76.391886	79261	43000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s023"	7	9	100.839717	139.057731	92863	46000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s022"	7	9	75.765198	75.765197	91969	41000	false	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s054"	7	9	66.567380	66.567381	40984	43000	false	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s055"	7	9	82.837881	82.837882	46731	42000	true	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s060"	7	9	88.929712	88.929712	72725	44000	true	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s061"	7	9	94.963659	101.197355	114383	43000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s029"	7	9	80.232953	83.688258	214585	47000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s028"	7	9	70.436852	96.067842	36775	44000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s085"	7	9	54.651281	75.532499	36250	45000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s084"	7	9	82.846564	122.138570	19781	45000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s017"	7	9	63.932244	86.491008	50841	41000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s016"	7	9	96.635842	96.635842	157611	41000	true	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s024"	7	9	88.557425	103.718421	158247	41000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s025"	7	9	79.521275	88.504607	234015	42000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s088"	7	9	61.464871	61.464871	58347	42000	true	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s089"	7	9	82.064309	85.147010	88593	44000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s053"	7	9	81.527302	98.663754	63290	41000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s052"	7	9	66.785250	76.226912	145481	41000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s067"	7	9	55.806602	57.291856	69981	43000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s066"	7	9	75.616266	93.033553	79450	43000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s059"	7	9	69.716099	83.561051	45804	42000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s058"	7	9	76.953690	76.953690	143750	42000	true	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s010"	7	9	68.407113	79.957908	34465	42000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s011"	7	9	70.935052	70.935052	86510	41000	false	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s082"	7	9	73.076484	105.856701	41186	46000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s083"	7	9	85.809234	85.809234	51272	43000	true	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s033"	7	9	104.755784	113.445551	264988	47000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s032"	7	9	81.143835	81.143836	248062	43000	false	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s044"	7	9	94.505163	94.505162	149807	43000	true	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s045"	7	9	71.077316	71.077316	43997	43000	true	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s039"	7	9	83.974749	89.914665	75340	41000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s038"	7	9	98.418903	115.648621	66719	42000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s070"	7	9	68.296843	68.296843	34264	44000	true	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s071"	7	9	93.874751	125.363687	171523	45000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s095"	7	9	62.800177	62.800178	64843	46000	false	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s094"	7	9	59.926856	86.424121	32539	42000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s007"	7	9	68.725897	105.850525	36057	42000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s006"	7	9	69.553851	87.201123	38778	43000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s063"	7	9	79.919493	96.409441	66616	47000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s062"	7	9	89.111117	89.111117	177617	42000	true	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s086"	7	9	72.695978	115.630472	29739	45000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s087"	7	9	69.705036	90.087261	61997	47000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s014"	7	9	73.800058	73.800058	149276	44000	false	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s015"	7	9	92.945698	109.724557	230063	42000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s020"	7	9	90.005014	90.005014	179266	43000	false	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s021"	7	9	78.677711	78.677711	64723	41000	true	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s069"	7	9	48.612618	70.543620	64810	48000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s068"	7	9	80.453454	93.797274	98532	45000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s057"	7	9	48.693145	48.693145	70069	47000	false	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s056"	7	9	79.646118	79.646118	53078	48000	true	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s074"	7	9	74.193079	76.978546	57905	44000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s075"	7	9	60.294466	60.571612	56876	47000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s003"	7	9	95.527289	95.527289	125125	43000	false	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s002"	7	9	84.203066	93.632863	153098	46000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s091"	7	9	79.875766	79.875766	79515	47000	false	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s090"	7	9	97.014456	97.014456	256283	42000	false	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s037"	7	9	70.515634	70.515634	118427	45000	true	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s036"	7	9	68.145801	93.423166	22577	46000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s040"	7	9	74.440724	101.921639	57609	44000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s041"	7	9	67.024130	75.612137	35865	45000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s100"	7	9	68.025183	101.524214	19413	42000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s009"	7	9	108.689944	145.682388	115296	45000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s008"	7	9	117.196938	154.974500	119531	45000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s073"	7	9	69.294664	102.611767	49946	42000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s072"	7	9	109.218362	109.218362	147450	45000	false	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s096"	7	9	56.578357	61.602282	54986	44000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s097"	7	9	49.949153	49.949152	56296	41000	true	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s004"	7	9	122.335053	122.335054	157597	46000	true	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s005"	7	9	94.828880	138.904226	71305	41000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s079"	7	9	65.988425	83.680115	76640	41000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s078"	7	9	44.504769	44.504770	47048	48000	true	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s030"	7	9	68.980749	89.510434	45582	46000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s031"	7	9	82.073772	119.235842	45348	46000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s047"	7	9	66.055006	66.055006	36438	41000	true	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s046"	7	9	105.097742	105.097742	140469	43000	false	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s064"	7	9	73.801920	91.972967	36262	41000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s065"	7	9	99.241246	99.241246	177157	45000	false	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s013"	7	9	88.059731	103.761949	62688	47000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s012"	7	9	52.991866	52.991865	64966	47000	true	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s081"	7	9	89.391694	132.535328	110485	43000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s080"	7	9	88.462717	98.814011	49740	46000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s027"	7	9	84.056594	84.056594	81573	44000	true	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s026"	7	9	90.177425	90.177425	124210	46000	false	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s019"	7	9	112.766955	112.766955	114033	45000	false	true
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s018"	7	9	64.540314	82.299718	59600	48000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s050"	7	9	65.670111	84.382150	53698	47000	false	false
"xc7s25 t07 e001 r0.1 R0.5 d10.0 D50.0 s051"	7	9	72.068268	72.068268	61573	47000	true	true
"xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s034"	7	9	92.613342	92.613342	4556	45000	true	true
"xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s035"	7	10	78.000999	87.276701	7624	45000	false	false
"xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s043"	7	9	106.901026	134.084569	8657	43000	false	false
"xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s042"	7	9	142.641572	145.006317	8527	45000	false	false
"xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s098"	7	10	83.563651	103.649375	5095	42000	false	false
"xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s099"	7	10	92.675904	92.675904	7241	42000	true	true
"xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s077"	7	9	66.900553	85.585321	5607	43000	false	false
"xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s076"	7	8	106.884266	106.884266	3014	42000	true	true
"xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s001"	7	8	115.612822	122.769456	15909	40000	false	false
"xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s092"	7	9	87.991635	119.483786	5495	42000	false	false
"xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s093"	7	9	148.683248	148.683247	3149	47000	true	true
"xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s049"	7	10	128.066501	157.336597	8976	46000	false	false
"xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s048"	7	8	115.744382	115.744383	9254	45000	false	true
"xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s023"	7	8	115.106262	153.324276	4486	47000	false	false
"xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s022"	7	10	90.793536	90.793536	3312	43000	true	true
"xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s054"	7	10	90.889492	90.889492	3825	41000	true	true
"xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s055"	7	9	142.207386	142.207387	5516	55000	true	true
"xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s060"	7	10	118.426518	118.426518	4150	46000	true	true
"xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s061"	7	9	135.422497	164.203493	3956	46000	false	false
"xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s029"	7	9	105.266977	105.266977	8414	42000	false	true
"xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s028"	7	9	134.863573	134.863572	7144	45000	true	true
"xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s085"	7	9	66.664575	66.664576	4210	43000	true	true
"xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s084"	7	8	171.943682	194.637674	3429	46000	false	false
"xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s017"	7	9	98.291433	136.184750	4464	46000	false	false
"xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s016"	7	9	123.554011	134.991663	5458	48000	false	false
"xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s024"	7	8	131.006945	131.766546	5770	45000	false	false
"xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s025"	7	10	104.150107	104.150107	7254	45000	true	true
"xc7s25 t07 e006 r0.1 R0.5 d10.0 D50.0 s088"	7	10	83.640853	83.640853	4777	45000	true	true
