NAME,T,E,MMIP,MDAMS,UMIP,UDAMS,S,M,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s087,14,66,325.443528,325.443527,23970896,79000,true,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s014,14,66,344.645468,344.645468,37500126,77000,true,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s015,14,66,343.81376,343.813761,43390944,83000,true,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s020,14,66,353.50791,353.50791,34872513,71000,true,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s021,14,66,372.369488,372.369488,48785010,75000,true,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s069,14,66,243.975046,243.975046,16853583,75000,false,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s068,14,66,296.805349,296.805348,11111520,59000,false,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s057,14,66,269.354745,269.354746,13276363,73000,true,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s056,14,66,380.448686,380.448684,10212714,75000,true,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s074,14,66,316.532625,349.764253,10233686,59000,false,false,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s075,14,66,331.173877,331.173877,16174284,59000,true,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s003,14,66,348.02279,348.02279,40138033,66000,false,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s002,14,66,373.570476,373.570476,50823374,79000,true,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s091,14,66,370.369726,370.369725,23801492,77000,true,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s090,14,66,336.97877,336.97877,4820610,64000,true,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s037,14,66,312.595979,312.595978,12194879,81000,false,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s036,14,66,332.892116,366.205796,20921837,84000,false,false,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s040,14,66,292.600902,292.600903,10140985,59000,true,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s041,14,66,353.608652,353.608652,16845684,87000,false,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s100,14,66,325.1432,325.143198,17162966,80000,true,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s009,14,66,339.32872,339.32872,40774812,82000,true,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s008,14,66,374.602275,374.602276,107855815,82000,true,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s073,14,66,315.844375,339.112122,16837893,79000,false,false,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s072,14,66,399.290844,399.290842,24463348,81000,true,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s096,14,66,303.100948,303.100948,10387399,82000,true,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s097,14,66,256.079759,256.079757,7093843,67000,true,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s004,14,66,425.12881,425.128811,32010721,77000,false,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s005,14,66,395.623802,428.806075,38963967,75000,false,false,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s079,14,66,347.544556,347.544556,15456883,77000,false,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s078,14,66,325.994996,325.994997,11209625,72000,true,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s030,14,66,327.807026,327.807026,56475514,76000,false,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s031,14,66,425.97791,425.977911,42804637,79000,false,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s047,14,66,352.228081,352.228082,27681553,80000,true,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s046,14,66,392.546681,392.54668,13005676,64000,false,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s064,14,66,328.953701,372.853535,39661847,72000,false,false,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s065,14,66,440.55079,440.550789,11394347,86000,true,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s013,14,66,379.901995,379.901993,65749264,69000,false,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s012,14,66,309.782185,309.782184,54265624,75000,false,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s081,14,66,413.5735,413.5735,22359082,83000,true,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s080,14,66,465.836161,465.83616,35643473,75000,false,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s027,14,66,329.850317,329.850318,20775679,68000,false,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s026,14,66,375.916795,375.916795,22890724,72000,false,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s019,14,66,425.848492,425.848492,63467535,78000,false,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s018,14,66,301.257921,301.25792,39138249,68000,true,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s050,14,66,359.273513,359.273513,13475173,76000,true,true,,,
xc7s25 t14 e064 r0.1 R0.5 d10.0 D50.0 s051,14,66,322.967847,322.967849,24858509,72000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s034,14,33,204.940587,204.940586,11675973,34000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s035,14,35,171.189694,278.117749,18854954,39000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s043,14,35,227.901571,228.652684,24681387,36000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s042,14,34,309.989511,309.98951,19663859,37000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s098,14,34,230.731077,230.731077,16238164,40000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s099,14,34,248.672165,353.170422,16422652,41000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s077,14,32,208.378462,251.442911,1485481,33000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s076,14,35,192.707882,218.989073,18931642,33000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s001,14,35,257.186475,257.226474,15187073,32000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s092,14,34,238.047876,238.047876,3797816,33000,true,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s093,14,33,330.222719,455.100751,8466056,42000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s049,14,34,312.638153,385.436264,7933291,34000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s048,14,35,214.051071,214.051072,3999247,37000,true,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s023,14,37,224.808884,224.808884,1266300257,37000,true,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s022,14,35,226.559348,226.559348,2441182,32000,true,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s054,14,35,215.53669,215.53669,26721860,38000,true,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s055,14,35,220.90012,229.489743,2587798,38000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s060,14,35,194.098369,287.558655,2143324,41000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s061,14,37,202.276322,202.276322,122734984,36000,true,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s029,14,34,189.384713,193.997632,96199450,33000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s028,14,34,204.003984,204.003984,20226003,33000,true,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s085,14,34,199.516092,199.516092,50163229,40000,true,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s084,14,34,213.759769,214.851069,1418211,33000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s017,14,35,216.560347,216.560346,30643872,35000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s016,14,34,254.854234,254.854234,10677449,35000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s024,14,35,222.705808,222.86539,612031063,37000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s025,14,36,208.769239,208.769239,7735752,35000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s088,14,33,207.337851,215.957467,3957735,36000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s089,14,36,245.517253,409.010197,11339480,41000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s053,14,35,189.307377,189.347376,3139695,31000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s052,14,34,207.482728,215.766156,2751634,42000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s067,14,34,200.028058,200.028058,6346021,38000,true,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s066,14,36,171.469821,190.083747,1091015497,38000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s059,14,35,221.54329,221.58329,8009420,32000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s058,14,34,155.425291,155.42529,108275546,38000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s010,14,33,256.19762,256.23762,6219427,34000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s011,14,35,205.283591,205.283591,29503432,31000,true,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s082,14,34,229.510039,229.51004,1990300,31000,true,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s083,14,33,267.864067,272.107155,96936096,35000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s033,14,34,251.56803,251.56803,5765580,34000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s032,14,34,287.282111,288.261791,3330545,38000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s044,14,33,244.554188,244.554187,15623021,35000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s045,14,35,251.281287,251.281287,4761543,35000,true,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s039,14,33,243.306795,243.306794,2129532,29000,true,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s038,14,35,269.053279,269.05328,4432872,32000,true,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s070,14,35,233.381154,233.381153,8483511,35000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s071,14,34,279.682763,279.722763,66141665,38000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s095,14,33,208.167418,208.167419,1384607,34000,true,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s094,14,33,248.171321,248.171321,7044171,35000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s007,14,36,154.511672,154.511672,9620422,39000,true,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s006,14,35,224.032605,300.376573,4245812,33000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s063,14,34,244.235935,244.235935,20735964,40000,true,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s062,14,34,239.46855,239.46855,5050728,37000,true,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s086,14,35,250.405852,250.405852,42721233,36000,true,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s087,14,33,229.65563,301.212036,5978545,36000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s014,14,34,247.958358,247.958358,2910712,33000,true,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s015,14,36,209.869224,225.59469,930471036,34000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s020,14,35,287.08384,287.08384,185369189,39000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s021,14,34,252.105474,261.563258,10274430,34000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s069,14,34,151.222982,157.631556,45892403,32000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s068,14,33,200.251565,200.251565,16387584,36000,true,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s057,14,32,229.621939,229.719255,46267960,38000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s056,14,34,267.581194,267.621193,4309096,34000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s074,14,34,243.67631,284.899226,13573617,44000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s075,14,35,205.738385,236.295037,50858401,48000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s003,14,34,244.632776,244.632776,4288388,34000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s002,14,34,287.56805,287.60805,40873312,32000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s091,14,34,288.022441,288.02244,9853391,35000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s090,14,34,219.675904,241.704879,9710893,41000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s037,14,37,166.125298,166.125298,80609639,31000,true,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s036,14,34,207.732641,207.732642,9659283,41000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s040,14,33,212.123823,212.123824,2211627,36000,true,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s041,14,33,246.101323,246.101323,5990953,32000,true,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s100,14,34,238.427462,238.467461,5568527,44000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s009,14,35,199.53112,202.375509,19003205,39000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s008,14,35,203.307918,203.347918,12857741,35000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s073,14,34,193.533906,264.835511,14065383,39000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s072,14,34,246.325667,246.325667,14461634,35000,true,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s096,14,35,175.83023,271.618956,410610117,35000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s097,14,37,142.517061,157.076677,23234519,35000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s004,14,34,266.256794,266.256795,16783533,35000,true,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s005,14,35,234.435897,234.435897,15135465,38000,true,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s079,14,32,318.170095,318.170095,8801219,38000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s078,14,35,189.285003,189.285003,8102802,33000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s030,14,35,192.629798,212.434302,7698506,35000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s031,14,34,265.753658,265.753658,2188411,30000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s047,14,34,217.894412,223.859304,5260273,36000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s046,14,35,268.502932,276.205597,12154237,32000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s064,14,35,237.701658,281.641493,6256530,38000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s065,14,34,262.031284,262.155793,14339500,34000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s013,14,34,250.65056,261.150956,3569000,39000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s012,14,33,210.270091,331.641368,19560350,30000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s081,14,35,248.194673,294.972559,2150658,31000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s080,14,33,364.185502,413.161006,3263224,33000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s027,14,32,286.178749,329.380891,25569728,33000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s026,14,34,299.586693,335.818187,23238625,38000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s019,14,32,331.852901,331.852902,9016416,35000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s018,14,34,234.65095,271.542563,16329659,39000,false,false,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s050,14,35,188.500455,188.500455,15666708,35000,false,true,,,
xc7s25 t14 e030 r0.1 R0.5 d10.0 D50.0 s051,14,33,243.249123,243.249124,18179835,36000,true,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s034,14,40,220.707583,220.707582,173240100,37000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s035,14,41,178.869999,178.87,58310608,33000,true,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s043,14,39,356.050778,356.050779,14007398,40000,true,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s042,14,39,341.009355,341.009354,18979728,34000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s098,14,41,235.082289,235.08229,14934870,33000,true,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s099,14,40,274.225374,274.225374,4472789,35000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s077,14,39,229.658456,283.49625,7427150,37000,false,false,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s076,14,40,276.625599,276.625598,23320918,37000,true,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s001,14,42,271.869271,271.909271,16388226,31000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s092,14,40,263.373521,263.373521,6832099,40000,true,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s093,14,39,386.372888,386.372888,17895596,42000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s049,14,41,312.638153,312.638152,27769278,38000,true,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s048,14,40,272.923914,272.923915,22113779,40000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s023,14,42,231.784826,256.340427,459118691,32000,false,false,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s022,14,42,226.559348,226.559348,9089320,32000,true,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s054,14,40,234.281611,274.989009,32259778,36000,false,false,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s055,14,42,229.489743,229.489743,152779495,35000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s060,14,40,229.388636,324.944611,6206448,37000,false,false,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s061,14,43,234.08047,234.080469,20329930,33000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s029,14,40,207.664985,207.664985,10617427,35000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s028,14,40,239.844594,239.844593,20429091,33000,true,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s085,14,41,210.742042,210.742042,29850400,38000,true,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s084,14,41,213.759769,214.851069,6154869,31000,false,false,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s017,14,41,256.902488,256.902487,21945837,37000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s016,14,41,254.854234,254.854234,34531880,36000,true,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s024,14,40,240.174736,240.214738,78523369,35000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s025,14,41,232.538559,232.578559,22448809,41000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s088,14,40,235.02293,235.02293,7503325,40000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s089,14,42,262.944929,262.944929,6271955,37000,true,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s053,14,41,189.347377,189.347376,5583092,33000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s052,14,41,226.33534,226.33534,56215947,41000,true,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s067,14,41,240.502126,258.947773,32305050,39000,false,false,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s066,14,42,183.824652,197.710472,46882167,36000,false,false,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s059,14,41,221.54329,221.58329,53460386,31000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s058,14,40,155.425291,155.42529,10708264,35000,true,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s010,14,40,268.841907,268.841907,15832058,31000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s011,14,40,239.372297,239.372297,44937979,35000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s082,14,41,265.46446,265.464461,23867339,42000,true,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s083,14,40,267.864067,272.107155,247778824,32000,false,false,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s033,14,41,251.56803,251.56803,41089131,33000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s032,14,41,305.186001,305.186002,46533826,39000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s044,14,39,287.621419,287.621419,57125641,35000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s045,14,41,295.868248,295.868248,18729112,36000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s039,14,39,259.803923,259.803922,29326578,33000,true,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s038,14,40,416.317441,416.317442,43894782,40000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s070,14,42,233.381154,233.381153,33477516,36000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s071,14,41,294.057586,297.624048,161279303,36000,false,false,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s095,14,40,239.81826,239.81826,6210847,36000,true,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s094,14,39,289.123509,289.123509,10258133,44000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s007,14,42,166.761135,166.761136,55172563,38000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s006,14,41,239.778814,316.122782,8227930,38000,false,false,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s063,14,40,276.428245,325.337687,63577922,34000,false,false,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s062,14,40,282.41667,294.573923,26483995,36000,false,false,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s086,14,40,272.368059,272.368059,24336104,42000,true,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s087,14,39,257.494235,257.494235,50403761,37000,true,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s014,14,40,278.377654,278.377654,14218984,33000,true,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s015,14,42,227.839091,227.879091,89079288,34000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s020,14,41,287.08384,287.08384,44692266,35000,true,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s021,14,40,321.522784,321.522783,140607312,39000,true,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s069,14,41,162.568986,162.982484,75334837,38000,false,false,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s068,14,40,224.85149,224.85149,36441120,36000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s057,14,39,229.621939,229.621939,7667327,37000,true,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s056,14,41,267.621194,267.621193,8756771,31000,true,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s074,14,40,258.799231,292.030859,201002734,41000,false,false,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s075,14,41,260.990868,268.452635,22597845,40000,false,false,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s003,14,41,274.280523,310.0163,8167378,37000,false,false,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s002,14,39,287.56805,287.56805,7621241,35000,true,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s091,14,41,291.619463,291.659462,6346750,37000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s090,14,41,236.547746,236.547745,14976604,34000,true,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s037,14,43,180.677136,204.816969,23618794,40000,false,false,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s036,14,41,213.864666,247.178346,73620833,39000,false,false,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s040,14,39,239.604738,239.604739,13628682,31000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s041,14,40,270.661251,270.66125,119252878,33000,true,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s100,14,40,246.22739,246.267389,10209961,36000,false,true,,,
xc7s25 t14 e037 r0.1 R0.5 d10.0 D50.0 s009,14,41,213.875622,239.88286,16659704,36000,false,false,,,
