NAME	T	E	MMIP	MDAMS	UMIP	UDAMS	S	M
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s091"	15	79	418.522327	418.522326	160888995	115000	false	true
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s090"	15	79	386.291130	386.291130	166357612	125000	false	true
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s037"	15	79	361.809935	361.809933	63459232	119000	true	true
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s036"	15	79	351.232142	402.885848	17142047	130000	false	false
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s040"	15	79	380.641100	380.641101	132474657	113000	false	true
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s041"	15	79	403.459766	403.459766	107162237	126000	false	true
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s100"	15	79	348.215575	348.215574	204961696	112000	true	true
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s009"	15	79	362.348493	362.348492	53325349	119000	true	true
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s008"	15	79	414.347876	414.347876	44667359	121000	true	true
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s073"	15	79	335.041853	377.507078	104107527	119000	false	false
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s072"	15	79	422.818745	422.818744	135294353	122000	false	true
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s096"	15	79	351.605944	351.605943	282293005	122000	false	true
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s097"	15	79	267.924886	267.924884	93861729	100000	true	true
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s004"	15	79	450.498134	450.498135	53984215	120000	true	true
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s005"	15	79	422.485939	482.530349	73849375	113000	false	false
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s079"	15	79	395.349455	395.349455	420320382	110000	false	true
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s078"	15	79	342.025079	342.025079	60195970	117000	false	true
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s030"	15	79	339.207908	339.207908	53624229	116000	true	true
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s031"	15	79	468.800778	468.800779	27219257	119000	false	true
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s047"	15	79	383.426790	383.426791	120018417	118000	false	true
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s046"	15	80	407.895031	407.895030	57068756	111000	true	true
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s064"	15	79	368.797802	412.697636	154066277	113000	false	false
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s065"	15	79	458.498470	458.498469	193265939	125000	false	true
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s013"	15	79	416.071595	416.071592	62667744	111000	true	true
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s012"	15	80	331.008695	331.008693	23548403	112000	true	true
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s081"	15	79	442.013051	442.013051	166915356	118000	false	true
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s080"	15	79	499.694442	499.694441	128183577	122000	false	true
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s027"	15	79	361.980300	361.980302	32942757	99000	false	true
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s026"	15	79	384.758683	384.758683	81605736	110000	false	true
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s019"	15	79	453.350307	453.350307	103871134	119000	false	true
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s018"	15	79	317.072266	317.072264	74799690	111000	false	true
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s050"	15	79	374.578990	374.578990	95414821	91000	false	true
"xc7s25 t15 e077 r0.1 R0.5 d10.0 D50.0 s051"	15	79	352.056688	352.056689	148347831	111000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s034"	15	51	310.055559	310.055558	37383513	55000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s035"	15	51	258.385975	258.385976	13001449	42000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s043"	15	52	293.007885	293.007886	38474707	49000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s042"	15	52	326.961627	326.961626	488065790	57000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s098"	15	52	273.783501	273.783502	48689675	39000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s099"	15	51	325.784617	325.784617	38525774	48000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s077"	15	52	213.349226	215.625969	2088793520	42000	false	false
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s076"	15	52	230.480792	232.917786	46071934	41000	false	false
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s001"	15	51	270.298481	397.862626	37682539	43000	false	false
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s092"	15	52	240.330352	240.330353	36073129	48000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s093"	15	51	317.419689	317.459689	73781829	37000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s049"	15	50	264.918616	264.918615	84838480	40000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s048"	15	51	288.043268	288.043270	51317820	57000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s023"	15	51	283.928322	292.434831	51351889	48000	false	false
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s022"	15	50	349.529625	349.529624	136619547	48000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s054"	15	51	263.941840	482.866920	43530133	50000	false	false
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s055"	15	50	332.106711	334.886776	56977917	51000	false	false
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s060"	15	51	261.741248	415.342163	99057927	41000	false	false
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s061"	15	52	288.258930	325.867510	20939645	53000	false	false
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s029"	15	50	306.121580	306.161580	103175610	54000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s028"	15	52	312.337236	312.337235	264390177	41000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s085"	15	53	198.344749	198.344750	841007925	39000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s084"	15	50	311.379443	311.379443	89368225	45000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s017"	15	51	313.829230	313.829230	75824375	50000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s016"	15	52	249.807823	249.807822	33452592	43000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s024"	15	51	279.495470	279.495472	30946744	48000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s025"	15	50	281.466155	281.466155	67834567	49000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s088"	15	51	232.654413	248.648306	36185343	47000	false	false
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s089"	15	51	330.165321	330.165322	444088452	38000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s053"	15	51	198.716780	198.716780	45479331	37000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s052"	15	51	274.862888	274.902889	21078547	45000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s067"	15	51	291.750807	487.019133	422528754	54000	false	false
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s066"	15	51	259.398187	259.398188	32820575	48000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s059"	15	52	269.417525	269.417525	323849179	45000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s058"	15	51	217.721449	217.721448	100735142	41000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s010"	15	52	270.059830	286.489638	57097936	46000	false	false
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s011"	15	51	292.063612	292.063611	149807136	53000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s082"	15	51	279.071130	281.387902	351800150	44000	false	false
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s083"	15	51	436.890673	436.930674	50623853	48000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s033"	15	51	318.561168	318.561168	101363771	43000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s032"	15	51	268.314435	275.444541	114726631	43000	false	false
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s044"	15	50	289.218950	289.218950	162031295	45000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s045"	15	52	250.071714	250.071714	776974548	40000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s039"	15	52	263.551253	263.551252	12546833	40000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s038"	15	51	366.169825	366.169827	70312434	55000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s070"	15	53	240.013771	240.013770	190813678	40000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s071"	15	52	295.357399	295.357400	42120504	44000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s095"	15	52	286.777600	286.777599	145977628	49000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s094"	15	51	315.424195	315.424195	413259215	49000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s007"	15	51	282.076072	458.181621	69665304	54000	false	false
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s006"	15	51	313.339757	511.283631	169732638	53000	false	false
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s063"	15	51	285.287040	285.287040	88273900	50000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s062"	15	52	302.586759	302.586759	29686047	47000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s086"	15	51	381.379264	381.379264	63975405	60000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s087"	15	51	238.356733	286.576826	191651188	51000	false	false
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s014"	15	50	304.272333	405.408204	113473430	44000	false	false
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s015"	15	51	291.345779	291.345780	95641501	50000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s020"	15	50	316.391897	316.391898	29449150	59000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s021"	15	50	297.575382	297.575382	37152374	45000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s069"	15	51	218.606257	218.646257	404872343	42000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s068"	15	51	245.910272	245.950270	16441306	45000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s057"	15	50	244.664410	244.664411	109286583	51000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s056"	15	52	287.339731	287.339730	20511686	33000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s074"	15	52	233.375951	233.375950	60170544	50000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s075"	15	52	246.062844	254.773486	66519975	49000	false	false
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s003"	15	52	252.848281	262.548669	75944669	43000	false	false
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s002"	15	51	310.698726	310.698726	40740087	55000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s091"	15	51	282.927999	282.927999	99303221	34000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s090"	15	51	274.390120	274.390121	58805018	41000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s037"	15	52	284.531711	284.531710	1810277525	57000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s036"	15	51	226.164950	226.164950	19206955	42000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s040"	15	51	248.083506	248.083506	90135825	43000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s041"	15	51	288.548890	288.548890	50311289	44000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s100"	15	50	246.902135	246.902134	53194031	43000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s009"	15	50	289.713460	327.580066	20364495	47000	false	false
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s008"	15	53	314.778067	314.778066	109123447	50000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s073"	15	51	276.569039	276.569040	29838023	54000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s072"	15	51	332.975345	332.975345	19526383	48000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s096"	15	52	295.239566	485.006294	49725158	50000	false	false
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s097"	15	50	221.622147	221.622145	14569197	46000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s004"	15	52	305.584922	305.584923	60103891	48000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s005"	15	50	254.225670	254.225670	177785206	42000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s079"	15	53	250.778504	250.778504	116523841	38000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s078"	15	51	238.160511	415.139985	26006249	50000	false	false
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s030"	15	50	253.896353	253.896353	18690728	52000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s031"	15	51	368.562175	371.672426	30276605	52000	false	false
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s047"	15	50	281.888929	281.888930	51118830	40000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s046"	15	52	330.184672	330.184671	61230247	54000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s064"	15	51	270.466320	366.488472	59447022	47000	false	false
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s065"	15	52	361.253468	361.253467	75101138	50000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s013"	15	52	276.614563	343.738057	47158104	40000	false	false
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s012"	15	53	297.705532	297.705531	66731621	59000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s081"	15	51	341.453352	341.453353	110304742	55000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s080"	15	51	427.307934	427.307934	99930607	53000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s027"	15	51	254.530820	297.732963	119287001	40000	false	false
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s026"	15	51	279.427709	279.467709	9078075	45000	false	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s019"	15	52	368.862647	368.862647	172813890	52000	true	true
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s018"	15	51	230.694535	238.403899	30927098	40000	false	false
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s050"	15	52	246.274689	396.167095	27883534	43000	false	false
"xc7s25 t15 e048 r0.1 R0.5 d10.0 D50.0 s051"	15	52	232.706511	232.706512	21317187	44000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s034"	15	72	354.474791	354.474790	213615551	108000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s035"	15	72	328.300032	386.665225	127179068	98000	false	false
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s043"	15	74	336.993675	336.993676	47211080	76000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s042"	15	72	437.409035	437.409033	157427924	91000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s098"	15	72	336.301691	336.301692	64194140	74000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s099"	15	72	373.860456	373.860456	87114107	93000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s077"	15	72	279.558557	279.558556	21116435	105000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s076"	15	72	352.922124	569.675329	24943051	89000	false	false
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s001"	15	73	357.389227	572.124118	39087414	82000	false	false
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s092"	15	72	348.082781	348.082781	56421265	78000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s093"	15	73	350.191983	429.011742	59985443	53000	false	false
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s049"	15	72	350.458032	350.498031	97580025	65000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s048"	15	72	335.405223	335.405224	136165852	105000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s023"	15	73	388.026648	388.026647	122089553	108000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s022"	15	72	426.124688	426.124688	230859486	99000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s054"	15	72	356.252941	356.252941	144350070	103000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s055"	15	72	367.568008	367.568008	37254638	67000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s060"	15	72	327.054847	327.054846	47153019	58000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s061"	15	73	323.807242	323.807242	23908935	56000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s029"	15	72	327.900493	327.900493	56222602	91000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s028"	15	73	363.021603	363.021603	100991961	94000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s085"	15	73	274.382088	274.382088	48911599	81000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s084"	15	72	340.210113	395.580469	28960987	67000	false	false
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s017"	15	72	390.243380	390.243380	164274865	113000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s016"	15	72	362.257039	362.257038	799967932	92000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s024"	15	72	372.258111	372.258113	89398683	107000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s025"	15	72	322.094890	322.094890	66489156	82000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s088"	15	72	302.477950	302.477950	41928113	73000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s089"	15	72	379.595735	379.595737	43321086	68000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s053"	15	72	247.231582	247.231582	10656266	60000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s052"	15	72	350.323869	417.265444	23384999	87000	false	false
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s067"	15	72	361.597059	361.597059	198337594	101000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s066"	15	72	305.802753	305.802755	52524583	80000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s059"	15	72	343.530944	343.530944	115132806	112000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s058"	15	72	253.455824	253.455823	35540984	68000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s010"	15	73	359.983230	359.983230	45971333	85000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s011"	15	72	327.309805	327.309804	391112820	89000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s082"	15	72	299.852748	299.852748	75810580	55000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s083"	15	72	468.296032	468.296032	79395476	95000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s033"	15	72	359.663226	359.663226	60705242	67000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s032"	15	72	394.436289	394.436290	84017863	102000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s044"	15	72	345.927529	345.927529	36154242	69000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s045"	15	73	355.578540	355.578539	29901227	79000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s039"	15	73	310.783479	310.783478	95543179	71000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s038"	15	72	445.364228	445.364230	264301516	98000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s070"	15	72	346.025307	346.025306	88129541	78000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s071"	15	72	400.095121	400.095121	97739760	88000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s095"	15	72	367.277458	367.277458	125109028	117000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s094"	15	72	357.711736	357.711736	143540703	94000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s007"	15	73	313.776804	313.776805	41356991	99000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s006"	15	72	367.247271	392.940151	133111125	102000	false	false
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s063"	15	72	398.206815	398.206815	123153309	76000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s062"	15	73	411.730671	411.730672	88097178	100000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s086"	15	73	395.066914	395.066914	128298789	94000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s087"	15	72	370.771334	370.771334	200648175	101000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s014"	15	72	392.969592	392.969591	95459785	101000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s015"	15	72	356.253488	356.253489	73026712	95000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s020"	15	72	380.762464	380.762464	122902702	108000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s021"	15	72	405.700893	405.700893	179394163	104000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s069"	15	72	234.468974	314.045875	45810385	74000	false	false
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s068"	15	73	313.097668	313.097667	72091265	108000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s057"	15	72	279.485453	279.485454	34131585	77000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s056"	15	72	372.576072	372.576070	59254977	60000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s074"	15	72	342.675444	342.675443	65199425	105000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s075"	15	72	373.957619	373.957619	157574165	118000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s003"	15	72	399.461738	473.903189	241480508	112000	false	false
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s002"	15	72	364.974363	437.769431	70414787	89000	false	false
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s091"	15	72	383.071145	383.071145	25438082	95000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s090"	15	72	360.865545	360.865545	91694123	108000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s037"	15	72	361.809935	361.809933	278765464	111000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s036"	15	72	351.232142	402.885848	43992594	111000	false	false
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s040"	15	73	322.753114	322.753114	58332478	71000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s041"	15	73	365.830055	365.830055	49655349	107000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s100"	15	72	304.257479	304.257478	64432931	86000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s009"	15	72	362.348493	362.348492	98326942	105000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s008"	15	73	400.782212	400.782212	162781611	98000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s073"	15	72	313.431320	355.896545	50478814	105000	false	false
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s072"	15	72	422.818745	422.818744	156132308	133000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s096"	15	72	351.605944	351.605943	99149284	128000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s097"	15	72	250.283996	250.283994	299869679	82000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s004"	15	72	450.498134	450.498135	159287233	102000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s005"	15	72	348.253848	408.298258	43542508	61000	false	false
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s079"	15	72	395.349455	395.349455	176218861	104000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s078"	15	72	313.951764	313.951765	67530444	97000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s030"	15	72	318.718223	318.718223	121344847	90000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s031"	15	72	468.800778	468.800779	74320989	105000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s047"	15	72	361.770640	361.770641	119835538	91000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s046"	15	73	407.895031	407.895030	55988315	109000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s064"	15	73	323.863626	367.763461	84865133	73000	false	false
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s065"	15	72	403.518677	403.518676	26777774	72000	true	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s013"	15	72	390.993012	390.993010	86742359	98000	false	true
"xc7s25 t15 e070 r0.1 R0.5 d10.0 D50.0 s012"	15	73	318.097138	318.097137	73289704	92000	false	true
