NAME	T	E	MMIP	MDAMS	UMIP	UDAMS	S	M
"xc7s25 t15 e044 r0.1 R0.5 d10.0 D50.0 s047"	15	46	261.273663	261.273663	40518303	41000	true	true
"xc7s25 t15 e044 r0.1 R0.5 d10.0 D50.0 s046"	15	48	318.292672	318.292671	101343101	50000	true	true
"xc7s25 t15 e044 r0.1 R0.5 d10.0 D50.0 s064"	15	48	249.639489	345.661641	82372513	53000	false	false
"xc7s25 t15 e044 r0.1 R0.5 d10.0 D50.0 s065"	15	48	361.253468	361.253467	68972289	57000	true	true
"xc7s25 t15 e044 r0.1 R0.5 d10.0 D50.0 s013"	15	48	260.912345	328.035839	4531407	41000	false	false
"xc7s25 t15 e044 r0.1 R0.5 d10.0 D50.0 s012"	15	49	280.959235	280.959233	108874531	49000	false	true
"xc7s25 t15 e044 r0.1 R0.5 d10.0 D50.0 s081"	15	47	341.453352	341.453353	134653412	47000	false	true
"xc7s25 t15 e044 r0.1 R0.5 d10.0 D50.0 s080"	15	48	367.695302	367.695301	52338324	43000	true	true
"xc7s25 t15 e044 r0.1 R0.5 d10.0 D50.0 s027"	15	48	242.959403	242.959404	19887635	42000	true	true
"xc7s25 t15 e044 r0.1 R0.5 d10.0 D50.0 s026"	15	48	279.427709	279.467709	67309453	48000	false	true
"xc7s25 t15 e044 r0.1 R0.5 d10.0 D50.0 s019"	15	48	368.862647	368.862647	62561716	55000	true	true
"xc7s25 t15 e044 r0.1 R0.5 d10.0 D50.0 s018"	15	47	205.623219	213.332583	40606253	40000	false	false
"xc7s25 t15 e044 r0.1 R0.5 d10.0 D50.0 s050"	15	49	246.274689	369.793871	17296618	42000	false	false
"xc7s25 t15 e044 r0.1 R0.5 d10.0 D50.0 s051"	15	49	229.065440	229.065441	69405343	44000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s034"	15	46	264.148105	276.405174	86020424	45000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s035"	15	46	212.081473	212.081474	14623972	40000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s043"	15	49	284.036380	293.047886	699704828	44000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s042"	15	47	326.961627	326.961626	2684688508	54000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s098"	15	47	273.783501	273.783502	17400139	37000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s099"	15	46	323.954249	535.764539	23245146	43000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s077"	15	47	213.213632	214.467892	3086170535	47000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s076"	15	47	230.480792	232.917786	20678752	42000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s001"	15	46	270.298481	397.862626	9315570	42000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s092"	15	47	240.330352	240.330353	25626798	37000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s093"	15	47	278.127226	285.856021	5883606	39000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s049"	15	46	247.283401	247.283400	13025030	39000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s048"	15	46	275.339122	275.379123	5352770	41000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s023"	15	46	245.750308	254.256817	11653321	38000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s022"	15	45	304.644115	487.495005	9570688	53000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s054"	15	47	234.469028	423.921294	25306779	45000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s055"	15	46	284.107198	400.486386	22597721	59000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s060"	15	46	222.241751	222.241750	29127962	56000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s061"	15	47	273.376206	273.376207	19086588	54000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s029"	15	45	261.385740	261.385740	14238337	49000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s028"	15	48	310.896850	310.896849	1688116886	42000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s085"	15	49	198.304749	210.546582	789457516	50000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s084"	15	45	296.930536	296.930536	215218325	44000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s017"	15	47	287.270509	287.270509	104168785	49000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s016"	15	48	223.952437	223.952437	9388555	43000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s024"	15	47	239.287981	239.287982	34577532	44000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s025"	15	46	280.646643	280.646643	23373324	48000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s088"	15	46	213.435765	279.015313	10016947	43000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s089"	15	46	330.165321	330.165322	451239658	36000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s053"	15	46	198.716780	198.716780	12344938	39000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s052"	15	48	257.811260	257.851261	16094196	38000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s067"	15	47	239.019875	381.765421	32010618	50000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s066"	15	46	224.969681	224.969681	49415957	56000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s059"	15	47	240.288012	240.328012	24493741	45000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s058"	15	46	217.641449	217.641448	2536830800	40000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s010"	15	47	259.949307	259.949307	17506412	40000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s011"	15	46	292.063612	292.063611	43870468	53000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s082"	15	46	245.314989	247.631762	125679773	44000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s083"	15	47	394.509527	394.549528	19901708	52000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s033"	15	46	318.521168	318.561168	40320089	42000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s032"	15	47	253.754531	253.794531	101503354	43000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s044"	15	45	289.218950	289.218950	32259356	45000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s045"	15	48	250.071714	250.071714	662308124	38000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s039"	15	48	205.315439	205.315438	10471922	34000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s038"	15	46	366.169825	366.169827	86745533	53000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s070"	15	48	201.645633	201.645632	46332287	44000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s071"	15	47	279.762763	279.762763	32208712	44000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s095"	15	47	279.871006	305.784901	68422121	43000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s094"	15	46	291.724611	397.079711	91320569	43000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s007"	15	46	282.076072	458.181621	8058819	51000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s006"	15	46	266.568524	329.233628	6718821	55000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s063"	15	46	273.384433	273.384433	40218187	48000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s062"	15	47	302.586759	302.586759	7923750	49000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s086"	15	46	368.822996	368.822996	14820385	44000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s087"	15	47	205.837278	205.837278	58358660	39000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s014"	15	46	273.101254	353.549009	6257212	39000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s015"	15	46	284.296082	284.296083	234653511	46000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s020"	15	45	259.671201	259.671201	116550659	46000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s021"	15	45	283.742218	283.742218	30435294	42000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s069"	15	47	173.355727	173.355726	57608947	44000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s068"	15	46	229.617952	229.617951	14969798	46000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s057"	15	47	205.222541	205.222542	59165284	39000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s056"	15	48	254.889467	254.889467	28648326	38000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s074"	15	47	233.375951	233.375950	20114351	50000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s075"	15	47	246.062844	254.773486	14946520	56000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s003"	15	47	244.577086	244.577085	193870276	44000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s002"	15	47	288.949520	288.949520	9200057	49000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s091"	15	46	282.927999	282.927999	47688734	33000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s090"	15	47	257.946826	257.946827	126060965	43000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s037"	15	48	217.572984	217.572983	28620415	44000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s036"	15	47	224.964130	225.004130	12318938	46000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s040"	15	46	248.083506	248.083506	45692018	42000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s041"	15	46	278.845371	278.845371	8414663	40000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s100"	15	46	246.438165	246.438163	95668836	47000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s009"	15	46	238.376515	238.376514	2053061	48000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s008"	15	48	255.628973	255.628972	49402764	43000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s073"	15	47	276.569039	276.569040	11034402	58000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s072"	15	46	312.194367	312.194366	18627411	51000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s096"	15	48	247.692983	389.913128	39461511	38000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s097"	15	45	221.622147	221.662145	37912769	40000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s004"	15	48	280.685274	280.685275	18455814	45000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s005"	15	46	239.136059	250.382251	83779976	48000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s079"	15	49	250.778504	250.778504	77935576	45000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s078"	15	46	238.160511	415.139985	8944758	52000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s030"	15	46	224.746508	224.746508	5119652	41000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s031"	15	46	335.442860	335.482860	24404346	43000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s047"	15	45	261.273663	261.273663	13453069	40000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s046"	15	47	313.553573	313.553572	32552002	51000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s064"	15	47	249.639489	345.661641	162076455	50000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s065"	15	47	361.253468	361.253467	31231702	57000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s013"	15	48	260.911198	328.035839	8420396	41000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s012"	15	48	280.959235	280.959233	109757327	47000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s081"	15	47	322.606637	322.606638	24061430	55000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s080"	15	47	321.017189	463.004948	21870369	50000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s027"	15	47	242.959403	242.959404	27380478	44000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s026"	15	47	279.427709	279.467709	250253123	46000	false	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s019"	15	47	368.862647	368.862647	60014245	54000	true	true
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s018"	15	46	205.623219	213.332583	37653131	41000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s050"	15	48	246.234689	396.127095	8935964	41000	false	false
"xc7s25 t15 e043 r0.1 R0.5 d10.0 D50.0 s051"	15	48	229.065440	229.065441	21812592	44000	false	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s034"	15	33	199.374405	199.374405	53959839	48000	true	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s035"	15	33	179.536996	183.956211	406759015	49000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s043"	15	35	228.196630	373.351832	114425900	70000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s042"	15	33	234.121193	234.121192	102494752	62000	true	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s077"	15	34	176.990303	185.391309	770224151	38000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s076"	15	35	194.630176	194.630175	31028807	41000	true	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s001"	15	33	239.217713	239.217712	32401507	40000	false	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s049"	15	33	220.323096	220.323095	40466114	59000	true	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s048"	15	35	199.875961	208.746855	44897849	61000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s023"	15	34	221.672519	236.188383	87184448	43000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s022"	15	31	267.945971	267.945971	9660930	50000	true	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s054"	15	33	223.532277	264.239675	132731020	47000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s055"	15	33	234.218835	236.660265	1484587459	77000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s060"	15	32	209.722299	209.722298	29785060	69000	true	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s061"	15	33	236.581236	236.581237	3311889534	46000	false	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s029"	15	35	198.927331	198.927331	3255174696	42000	true	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s028"	15	33	295.021618	295.021617	547954266	50000	false	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s085"	15	34	171.634254	177.550246	142955736	45000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s084"	15	32	231.837945	262.989916	53860656	45000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s017"	15	33	226.599966	232.991379	71839255	55000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s016"	15	33	193.049127	194.076097	40900577	50000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s024"	15	33	225.021533	239.287982	789709146	71000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s025"	15	31	209.204290	209.204290	49618026	42000	false	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s053"	15	33	165.739116	228.307601	139600886	47000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s052"	15	35	214.186526	369.836532	3916058557	58000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s067"	15	34	192.829140	198.672147	411834202	40000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s066"	15	33	196.371972	206.821999	52484536	47000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s059"	15	35	175.554389	177.685415	90162666	45000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s058"	15	33	172.068033	181.577479	1217393375	49000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s010"	15	32	259.909307	259.949307	26407982	41000	false	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s011"	15	33	231.030655	317.057895	23595881	40000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s082"	15	32	203.817978	203.817978	19679288	36000	false	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s083"	15	35	316.047392	316.087393	316991527	34000	false	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s033"	15	31	239.327700	249.132095	1137134358	43000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s032"	15	33	219.967181	219.967181	1506207841	38000	false	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s044"	15	31	254.817668	258.749917	384454658	38000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s045"	15	34	232.729539	251.361287	2629889841	41000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s039"	15	35	181.492990	181.492990	2998675908	56000	true	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s038"	15	32	294.934331	294.934332	57993420	39000	false	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s070"	15	33	180.915523	180.915523	51499502	36000	true	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s071"	15	32	265.992585	265.992585	1987349561	38000	true	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s007"	15	33	242.469860	383.878299	345233217	42000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s006"	15	34	207.015246	267.757606	13843243	45000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s063"	15	33	211.477827	212.337913	24636354	59000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s062"	15	35	227.902761	227.902762	3085053365	43000	false	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s086"	15	32	248.731952	248.731952	304826308	42000	false	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s014"	15	33	225.107735	227.372746	697205739	50000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s015"	15	32	252.504459	252.504460	53247823	47000	true	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s020"	15	32	243.960375	243.960376	96124796	49000	true	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s021"	15	32	262.181503	295.765218	1904007541	43000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s069"	15	33	156.610839	162.880867	1977249106	41000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s068"	15	33	214.259170	218.401846	33385513	36000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s057"	15	33	173.494155	181.620560	393534277	40000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s056"	15	35	190.966571	190.966571	41366136	35000	false	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s074"	15	33	188.104135	188.144134	17292061	36000	false	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s075"	15	34	219.685799	228.356441	13821310	43000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s003"	15	36	234.876697	244.577085	2572112559	43000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s002"	15	35	213.099054	213.099054	33988976	37000	true	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s037"	15	34	197.451340	200.208209	1561123659	48000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s036"	15	33	224.964130	225.004130	11319081	55000	false	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s040"	15	33	174.405176	200.472669	271447760	47000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s041"	15	32	263.908963	324.029092	105961613	43000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s009"	15	34	215.356742	233.073753	65829392	46000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s008"	15	34	226.844651	226.844651	2223969304	43000	true	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s073"	15	34	221.641403	229.942342	18889245	42000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s072"	15	33	254.343712	254.343711	879545176	38000	true	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s004"	15	35	240.450674	240.450675	445232054	40000	true	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s005"	15	33	218.691354	218.691353	405649750	45000	true	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s079"	15	34	247.478398	247.478398	61741369	40000	true	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s078"	15	34	182.312451	182.312452	120733848	30000	true	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s030"	15	32	191.232358	198.977275	94759849	67000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s031"	15	32	256.358207	256.358207	265674985	44000	true	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s047"	15	32	209.435742	347.848954	88987111	39000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s046"	15	33	240.299241	260.386689	346928828	44000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s064"	15	32	207.498212	214.721605	28589757	31000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s065"	15	33	238.998119	260.370344	1439182558	36000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s013"	15	35	221.984635	231.663262	84434024	60000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s012"	15	35	214.721350	247.564014	662612598	40000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s081"	15	35	275.200701	632.337286	1570388051	51000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s080"	15	35	250.176622	274.686942	152777094	43000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s027"	15	34	226.643589	226.683590	955680862	50000	false	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s026"	15	34	230.960905	230.960905	328583919	41000	false	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s019"	15	33	308.677393	308.677393	31011052	45000	true	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s018"	15	34	180.600044	188.533527	122396446	46000	false	false
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s050"	15	35	201.819576	201.819576	199224737	34000	false	true
"xc7s25 t15 e028 r0.1 R0.5 d10.0 D50.0 s051"	15	36	157.950547	157.950547	34039624	35000	true	true
"xc7s25 t15 e017 r0.1 R0.5 d10.0 D50.0 s001"	15	26	200.331758	341.628276	680278128	41000	false	false
"xc7s25 t15 e017 r0.1 R0.5 d10.0 D50.0 s002"	15	27	199.619118	213.853219	4286313529	45000	false	false
"xc7s25 t15 e019 r0.1 R0.5 d10.0 D50.0 s001"	15	27	222.963835	223.003834	88058877	40000	false	true
"xc7s25 t15 e019 r0.1 R0.5 d10.0 D50.0 s003"	15	28	231.763814	231.763813	4202919663	43000	false	true
"xc7s25 t15 e019 r0.1 R0.5 d10.0 D50.0 s002"	15	29	199.619118	224.884819	1812323071	39000	false	false
"xc7s25 t15 e019 r0.1 R0.5 d10.0 D50.0 s004"	15	27	225.327975	369.500946	2022963155	41000	false	false
"xc7s25 t15 e026 r0.1 R0.5 d10.0 D50.0 s034"	15	31	192.998015	192.998014	29200484	35000	true	true
"xc7s25 t15 e026 r0.1 R0.5 d10.0 D50.0 s035"	15	31	177.012304	216.756974	863954078	38000	false	false
"xc7s25 t15 e026 r0.1 R0.5 d10.0 D50.0 s043"	15	33	228.196630	373.351832	26177123	50000	false	false
"xc7s25 t15 e026 r0.1 R0.5 d10.0 D50.0 s042"	15	31	229.460357	229.460356	25322751	44000	true	true
"xc7s25 t15 e026 r0.1 R0.5 d10.0 D50.0 s001"	15	31	239.217713	239.217712	208309009	43000	true	true
"xc7s25 t15 e026 r0.1 R0.5 d10.0 D50.0 s049"	15	31	220.323096	220.323095	19750685	41000	false	true
"xc7s25 t15 e026 r0.1 R0.5 d10.0 D50.0 s048"	15	35	199.875961	208.746855	84048233	42000	false	false
"xc7s25 t15 e026 r0.1 R0.5 d10.0 D50.0 s023"	15	32	221.672519	236.188383	340118774	35000	false	false
"xc7s25 t15 e026 r0.1 R0.5 d10.0 D50.0 s022"	15	29	267.945971	267.945971	9197521	41000	true	true
"xc7s25 t15 e026 r0.1 R0.5 d10.0 D50.0 s054"	15	32	223.532277	264.239675	46965710	36000	false	false
"xc7s25 t15 e026 r0.1 R0.5 d10.0 D50.0 s055"	15	31	234.218835	236.660265	711053253	50000	false	false
"xc7s25 t15 e026 r0.1 R0.5 d10.0 D50.0 s029"	15	34	198.927331	198.927331	908396641	36000	false	true
"xc7s25 t15 e026 r0.1 R0.5 d10.0 D50.0 s028"	15	32	240.560615	240.560614	54809839	44000	true	true
"xc7s25 t15 e026 r0.1 R0.5 d10.0 D50.0 s017"	15	31	226.599966	232.991379	176632087	47000	false	false
"xc7s25 t15 e026 r0.1 R0.5 d10.0 D50.0 s016"	15	32	193.049127	194.076097	44122523	41000	false	false
"xc7s25 t15 e026 r0.1 R0.5 d10.0 D50.0 s024"	15	31	225.021533	231.370437	1012004448	51000	false	false
"xc7s25 t15 e026 r0.1 R0.5 d10.0 D50.0 s025"	15	29	209.204290	209.204290	5765430	33000	true	true
"xc7s25 t15 e026 r0.1 R0.5 d10.0 D50.0 s053"	15	31	165.739116	228.307601	116990763	40000	false	false
