NAME,T,E,MMIP,MSLOT,UMIP,USLOT,S,M,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s029,6,8,53.423248,53.423248,5636,11000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s028,6,8,66.065068,66.065067,210,12000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s085,6,8,54.651281,54.651281,3106,12000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s084,6,8,71.447803,71.447803,2917,12000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s017,6,8,54.924059,54.92406,6809,11000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s016,6,8,74.19263,74.192631,9142,11000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s024,6,8,57.736354,57.736355,4196,11000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s025,6,8,69.15574,69.15574,6217,12000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s088,6,8,54.128473,54.128472,0,12000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s089,6,8,62.952621,62.952621,5263,12000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s053,6,8,57.462382,57.462383,4177,11000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s052,6,8,51.542394,51.542394,746,11000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s067,6,8,44.739495,44.739495,7026,11000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s066,6,8,64.257532,64.257533,13046,11000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s059,6,8,69.716099,69.716099,5002,12000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s058,6,8,55.368704,55.368704,2643,12000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s010,6,8,68.407113,68.407113,7953,12000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s011,6,8,43.082427,43.082427,1357,10000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s082,6,8,59.666277,59.666277,8162,12000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s083,6,8,79.712182,79.712182,2903,12000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s033,6,8,69.634072,69.634071,3951,12000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s032,6,8,59.944534,59.944534,6066,11000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s044,6,8,77.212276,77.212275,7828,11000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s045,6,8,69.830206,69.830206,5530,11000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s039,6,8,53.294977,53.294977,4553,11000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s038,6,8,67.086795,67.086795,6387,13000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s070,6,8,64.252461,64.252461,8882,11000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s071,6,8,64.962272,64.962273,6883,11000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s095,6,8,50.173231,50.173231,7080,12000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s094,6,8,53.95053,53.95053,5033,12000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s007,6,8,44.007118,44.007119,7501,11000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s006,6,8,61.4651,61.4651,3496,12000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s063,6,8,70.971602,70.971602,8350,12000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s062,6,8,76.080922,76.080922,7249,11000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s086,6,8,72.695978,72.695979,5026,13000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s087,6,8,39.925331,39.925331,5164,11000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s014,6,8,54.638164,54.638164,12996,12000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s015,6,8,75.641582,75.641583,11313,11000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s020,6,8,71.452903,71.452903,8950,12000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s021,6,8,74.38467,74.38467,3971,13000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s069,6,8,43.540105,43.540105,6643,12000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s068,6,8,53.520685,53.520685,3917,12000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s057,6,8,48.588278,48.588278,6961,11000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s056,6,8,79.646118,79.646118,5393,11000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s074,6,8,74.193079,74.19308,8311,11000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s075,6,8,51.472526,51.472526,8823,11000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s003,6,8,73.710961,73.710961,4332,11000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s002,6,8,67.85325,67.85325,6864,11000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s091,6,8,62.010701,62.010701,7203,11000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s090,6,8,73.867748,73.867748,8142,11000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s037,6,8,70.515634,70.515634,9169,12000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s036,6,8,68.145801,68.145801,7140,11000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s040,6,8,41.179582,41.179582,3869,12000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s041,6,8,67.02413,67.02413,9728,11000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s100,6,8,68.025183,68.025182,13848,12000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s009,6,8,82.612886,82.612886,6827,12000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s008,6,8,86.599746,86.599746,14050,11000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s073,6,8,60.455352,60.455352,5362,12000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s072,6,8,80.124988,80.124988,4684,12000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s096,6,8,38.747955,38.747955,7571,10000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s097,6,8,38.482678,38.482678,7315,12000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s004,6,8,88.124134,88.124134,5139,11000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s005,6,8,62.017777,62.017777,5604,11000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s079,6,8,52.852716,52.852716,5667,11000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s078,6,8,37.413736,37.413736,3521,12000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s030,6,8,45.792859,45.792859,5254,11000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s031,6,8,77.434151,77.434151,3815,12000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s047,6,8,64.697776,64.697776,3327,12000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s046,6,8,81.825287,81.825287,6030,11000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s064,6,8,57.986445,57.986445,8397,12000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s065,6,8,61.861002,61.861002,9018,12000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s013,6,8,60.871188,60.871187,6238,11000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s012,6,8,52.991866,52.991865,4639,12000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s081,6,8,74.409847,74.409847,4443,11000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s080,6,8,88.462717,88.462717,2739,11000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s027,6,8,73.561918,73.561918,8526,11000,true,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s026,6,8,84.939289,84.939289,6336,11000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s019,6,8,90.703149,90.70315,6368,12000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s018,6,8,64.540314,64.540314,9535,12000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s050,6,8,61.414711,61.414711,7819,12000,false,true,,,,
xc7s25 t06 e000 r0.1 R0.5 d10.0 D50.0 s051,6,8,65.024175,65.024175,2996,11000,false,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s034,6,7,134.830029,134.830029,2656,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s035,6,7,105.884545,105.884545,1647,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s043,6,8,88.68948,88.68948,1326,11000,false,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s042,6,7,148.131668,148.131669,1719,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s098,6,7,103.649375,103.649375,2639,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s099,6,7,119.099862,119.099862,2188,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s077,6,7,61.210171,61.210172,2761,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s076,6,7,121.166311,121.166311,3967,11000,false,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s001,6,8,79.882594,79.882594,11215,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s092,6,7,106.186916,106.186916,2207,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s093,6,7,110.340598,110.340598,1849,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s049,6,8,118.814774,118.814774,0,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s048,6,8,76.391885,76.391886,0,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s023,6,7,141.866449,141.866449,2647,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s022,6,7,125.493233,125.493232,2614,12000,false,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s054,6,8,60.052878,60.052879,2829,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s055,6,7,142.207386,142.207387,3505,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s060,6,7,157.386105,157.386105,3418,11000,false,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s061,6,7,135.382497,135.382497,2033,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s029,6,7,86.57498,86.57498,1999,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s028,6,8,98.177679,98.177679,2475,11000,false,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s085,6,8,64.749817,64.749817,2751,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s084,6,7,144.832562,144.832562,3030,11000,false,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s017,6,8,81.48278,81.482781,2997,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s016,6,8,96.759176,96.759176,3615,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s024,6,7,100.145874,100.145875,1858,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s025,6,7,102.807904,102.807904,3514,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s088,6,7,102.792596,102.792596,1988,12000,false,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s089,6,8,94.336927,94.336927,1453,13000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s053,6,7,106.946617,106.946618,1891,13000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s052,6,7,89.603469,89.603469,0,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s067,6,7,69.8604,69.8604,2295,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s066,6,7,90.224673,90.224674,2449,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s059,6,8,104.348374,104.348374,1522,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s058,6,8,93.449467,93.449466,2724,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s010,6,8,92.602195,92.602195,2533,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s011,6,7,112.581291,112.581291,1429,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s082,6,7,89.326195,89.326195,1971,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s083,6,8,128.190379,128.19038,3162,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s033,6,7,134.570018,134.570017,1506,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s032,6,8,79.183099,79.1831,0,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s044,6,7,137.532394,137.532394,2541,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s045,6,7,101.446027,101.446027,3033,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s039,6,8,77.906948,77.906948,2490,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s038,6,7,133.876819,133.87682,2920,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s070,6,7,124.35084,124.35084,2468,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s071,6,7,109.3785,109.378501,3291,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s095,6,7,83.060948,83.060949,2101,11000,false,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s094,6,8,81.063711,81.06371,2907,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s007,6,7,81.091745,81.091746,2751,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s006,6,8,117.133805,117.133805,1973,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s063,6,7,124.994421,124.994421,1997,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s062,6,7,127.162489,127.162489,2816,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s086,6,7,128.18674,128.18674,2418,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s087,6,7,67.763936,67.763936,0,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s014,6,7,84.499048,84.499048,3305,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s015,6,8,117.852211,117.852212,3189,13000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s020,6,8,93.835425,93.835425,1697,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s021,6,8,108.005629,108.005629,0,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s069,6,7,59.127478,59.127477,2106,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s068,6,7,64.77679,64.77679,3909,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s057,6,7,72.135212,72.135211,2402,12000,false,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s056,6,7,117.952593,117.952593,2516,13000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s074,6,7,141.843572,141.843573,2671,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s075,6,7,78.007448,78.007449,2059,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s003,6,8,108.69165,108.691649,3239,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s002,6,7,127.198901,127.198901,8679,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s091,6,8,98.956273,98.956273,2813,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s090,6,7,109.60043,109.600431,2857,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s037,6,7,118.669678,118.669678,2643,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s036,6,8,96.951411,96.951411,2624,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s040,6,7,87.250264,87.250264,828,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s041,6,7,117.176661,117.176661,3692,13000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s100,6,8,98.62423,98.62423,1704,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s009,6,7,128.005377,128.005377,2617,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s008,6,7,160.021715,160.021715,1679,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s073,6,8,121.976349,121.976349,1754,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s072,6,7,153.33218,153.33218,2759,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s096,6,7,56.406378,56.406378,3434,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s097,6,7,72.577096,72.577096,2806,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s004,6,7,170.691321,170.691322,3711,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s005,6,7,119.892966,119.892966,3535,12000,false,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s079,6,7,82.225208,82.225208,3170,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s078,6,7,84.617657,84.617658,2322,12000,false,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s030,6,7,83.428844,83.428843,2359,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s031,6,8,113.623717,113.623717,2245,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s047,6,7,129.951764,129.951764,3592,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s046,6,7,144.187296,144.187296,1635,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s064,6,8,68.934098,68.934098,2463,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s065,6,7,100.952776,100.952776,2717,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s013,6,7,103.761949,103.761949,2792,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s012,6,7,97.34299,97.342989,2083,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s081,6,7,117.727989,117.727989,2023,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s080,6,7,147.612795,147.612795,3060,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s027,6,8,110.919281,110.919281,2153,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s026,6,7,134.26917,134.26917,2377,12000,false,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s019,6,7,165.732613,165.732613,1836,12000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s018,6,8,102.091381,102.09138,3292,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s050,6,7,112.127547,112.127547,1547,11000,true,true,,,,
xc7s25 t06 e005 r0.1 R0.5 d10.0 D50.0 s051,6,8,104.698071,104.698072,2310,11000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s034,6,6,115.740911,115.780911,18297,13000,false,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s035,6,6,83.431503,103.957638,13209,10000,false,false,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s043,6,7,60.580379,60.58038,11204,10000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s042,6,7,78.246091,78.246091,21912,11000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s098,6,7,56.790164,56.790164,18942,11000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s099,6,7,78.267143,78.267143,15922,11000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s077,6,6,42.525405,42.525405,13937,10000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s076,6,7,69.621051,69.621051,12374,12000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s001,6,7,56.142553,56.142553,18936,11000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s092,6,6,60.808925,60.808925,11170,11000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s093,6,7,67.014578,67.014578,14132,11000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s049,6,6,115.02141,115.02141,10396,12000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s048,6,6,61.300291,61.300291,9836,11000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s023,6,6,103.648435,103.688435,11471,12000,false,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s022,6,7,71.902575,71.902574,17802,12000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s054,6,7,41.762982,41.762982,13424,12000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s055,6,6,93.0904,93.0904,17343,11000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s060,6,7,88.929712,88.929712,21185,10000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s061,6,7,88.582252,88.582252,12274,12000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s029,6,6,75.001968,75.041967,13759,12000,false,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s028,6,7,70.948342,70.948342,24631,12000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s085,6,6,54.651281,54.651281,16458,11000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s084,6,7,81.755263,81.755263,15670,12000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s017,6,7,63.932244,63.932244,11788,10000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s016,6,7,74.315965,74.315965,29319,12000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s024,6,7,69.104285,69.104285,22368,11000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s025,6,7,78.139072,78.139072,24769,11000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s088,6,7,68.970177,68.970177,15971,11000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s089,6,7,67.21564,67.21564,18938,12000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s053,6,7,71.018122,71.018122,30563,11000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s052,6,6,64.958951,64.958951,26264,11000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s067,6,7,55.910678,55.910678,16794,11000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s066,6,6,74.509691,74.509692,22644,11000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s059,6,7,69.716099,69.716099,20550,11000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s058,6,7,60.482644,60.482643,16310,11000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s010,6,7,79.957908,79.957908,20177,11000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s011,6,7,53.906415,53.906414,5481,13000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s082,6,6,74.406271,74.406271,15583,11000,false,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s083,6,7,85.809234,85.809234,23708,11000,true,true,,,,
xc7s25 t06 e002 r0.1 R0.5 d10.0 D50.0 s033,6,7,69.634072,69.634071,17479,12000,true,true,,,,
