NAME,T,E,MMIP,MSLOT,UMIP,USLOT,S,M,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s075,10,17,153.031169,153.031169,74282,18000,false,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s003,10,17,184.823198,184.823197,230668,17000,true,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s002,10,16,165.644719,165.64472,235112,20000,true,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s091,10,16,174.910297,174.910297,110255,18000,false,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s090,10,17,199.352419,199.392419,131153,19000,false,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s037,10,18,142.500291,142.50029,195265,17000,true,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s036,10,18,132.479369,132.479369,286704,19000,false,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s040,10,17,176.631247,176.631247,54738,16000,true,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s041,10,16,190.946673,190.946672,81890,18000,true,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s100,10,17,156.196227,156.196227,87665,17000,true,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s009,10,18,159.529321,159.529322,746276,21000,false,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s008,10,17,193.226984,193.226984,104903,19000,true,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s073,10,16,153.073368,181.844438,99147,19000,false,false,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s072,10,16,218.123579,218.123578,120143,18000,true,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s096,10,18,114.044543,114.044543,112602,17000,true,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s097,10,16,117.160856,117.160855,145755,18000,true,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s004,10,17,257.535787,257.535788,187760,19000,false,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s005,10,16,169.043227,217.800684,371737,17000,false,false,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s079,10,18,109.953274,109.953274,97387,15000,true,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s078,10,16,128.182528,128.222528,90951,17000,false,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s030,10,17,152.294429,152.294429,318254,23000,false,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s031,10,17,179.385965,180.358469,68892,17000,false,false,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s047,10,16,166.798928,166.798928,58316,19000,true,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s046,10,16,188.192006,188.192007,74820,19000,false,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s064,10,17,160.129028,160.129027,67821,16000,false,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s065,10,18,181.980689,181.98069,112997,18000,false,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s013,10,18,146.486774,150.12301,137561,19000,false,false,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s012,10,17,156.33375,156.333749,109491,16000,false,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s081,10,19,138.212324,152.310248,172400,18000,false,false,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s080,10,18,184.675082,184.675082,102122,16000,true,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s027,10,18,172.465313,172.465313,124140,18000,false,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s026,10,17,183.784526,183.784526,134248,16000,true,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s019,10,16,218.140902,218.140902,147419,19000,true,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s018,10,17,133.044465,143.208068,110598,18000,false,false,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s050,10,15,179.965241,179.96524,226545,18000,true,true,,,
xc7s25 t10 e013 r0.1 R0.5 d10.0 D50.0 s051,10,17,163.694775,163.734776,68378,16000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s034,10,18,118.55353,118.55353,127117,18000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s035,10,19,137.272738,137.272739,38087,17000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s043,10,18,168.720978,168.720979,62118,16000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s042,10,18,224.844016,224.844017,155655,17000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s098,10,17,181.996204,182.036205,155562,18000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s099,10,19,129.025886,129.025886,251318,19000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s077,10,19,123.295963,123.295962,291812,20000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s076,10,18,163.684708,163.684708,169035,16000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s001,10,18,148.681692,148.681692,193474,19000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s092,10,19,144.26523,144.265229,93348,18000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s093,10,17,209.316202,209.316203,156309,17000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s049,10,16,215.403284,215.403284,79296,18000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s048,10,19,175.13627,175.176271,364525,20000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s023,10,18,149.452968,149.452968,186099,20000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s022,10,19,195.101964,195.101963,102995,18000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s054,10,19,151.96887,151.96887,272314,18000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s055,10,18,211.900436,254.211258,75769,17000,false,false,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s060,10,16,244.258783,244.258782,82138,19000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s061,10,17,207.879074,207.879074,179096,20000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s029,10,17,146.689105,157.008304,250655,21000,false,false,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s028,10,19,157.361614,157.361613,152231,17000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s085,10,19,119.246132,133.453573,161714,19000,false,false,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s084,10,18,209.206581,209.206581,221144,18000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s017,10,17,174.368817,174.368817,155093,19000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s016,10,19,150.61779,150.61779,126528,18000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s024,10,17,171.41223,171.412231,150280,17000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s025,10,20,118.887807,118.887807,341334,21000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s088,10,16,148.532338,148.572339,174419,16000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s089,10,18,163.195174,163.195175,343951,21000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s053,10,18,166.685023,166.685024,64192,16000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s052,10,18,158.438928,158.438929,81480,17000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s067,10,17,140.074302,140.074302,85397,19000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s066,10,17,166.783941,166.783942,199268,20000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s059,10,17,140.440148,140.440147,102419,17000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s058,10,18,110.883838,125.908198,133942,18000,false,false,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s010,10,19,162.588532,162.588532,55003,18000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s011,10,16,194.933548,194.933547,80462,17000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s082,10,17,142.691705,227.146848,163155,17000,false,false,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s083,10,19,174.691509,174.691509,100702,21000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s033,10,16,201.710338,201.710337,182354,19000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s032,10,17,185.160617,185.200617,288814,17000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s044,10,18,168.826426,168.866426,91777,18000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s045,10,17,170.608675,170.608674,196097,18000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s039,10,19,125.000594,125.000594,328001,19000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s038,10,18,186.282332,186.282333,111952,20000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s070,10,17,173.840673,173.840672,119154,17000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s071,10,18,146.480908,146.480909,127605,17000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s095,10,19,143.489327,143.489328,114526,16000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s094,10,18,139.602644,139.602644,171380,21000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s007,10,20,113.829493,123.399637,335617,21000,false,false,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s006,10,19,163.228889,163.228889,74184,16000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s063,10,16,203.3894,203.3894,92552,17000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s062,10,19,171.912233,171.912233,346739,20000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s086,10,17,179.134759,179.17476,80505,19000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s087,10,17,195.814959,195.814959,115066,20000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s014,10,18,135.631515,135.631515,88736,17000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s015,10,19,130.920688,130.920688,119244,19000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s020,10,19,144.16394,144.16394,171230,20000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s021,10,18,160.468119,160.468119,139352,20000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s069,10,19,94.334709,103.035803,546902,20000,false,false,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s068,10,17,185.60086,185.60086,138740,19000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s057,10,17,112.755689,112.75569,160040,18000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s056,10,19,142.735243,142.735243,46693,17000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s074,10,19,127.794459,127.794458,156143,23000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s075,10,18,153.031169,153.031169,77000,20000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s003,10,18,184.823198,184.823197,145423,19000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s002,10,17,166.453683,226.915094,192007,20000,false,false,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s091,10,17,179.695801,179.695801,127774,18000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s090,10,18,199.352419,199.392419,127390,18000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s037,10,19,142.500291,142.50029,196673,18000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s036,10,19,132.479369,132.479369,289034,19000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s040,10,18,202.112896,202.112897,75806,20000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s041,10,16,190.946673,190.946672,72909,18000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s100,10,18,156.196227,156.196227,89312,16000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s009,10,18,171.911332,171.911332,229477,20000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s008,10,18,193.226984,193.226984,48996,18000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s073,10,17,172.397951,172.397951,182615,19000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s072,10,17,218.123579,218.123578,141416,17000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s096,10,19,114.044543,114.044543,94918,17000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s097,10,17,117.160856,117.160855,147705,19000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s004,10,18,257.535787,257.535788,119298,18000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s005,10,17,195.102027,195.602708,148586,19000,false,false,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s079,10,19,109.953274,109.953274,75596,15000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s078,10,17,128.222528,128.222528,58327,19000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s030,10,18,152.294429,152.294429,331910,21000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s031,10,17,193.932427,193.932428,76544,17000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s047,10,17,174.237992,174.237992,122787,17000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s046,10,17,188.192006,188.192007,74620,19000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s064,10,18,160.129028,160.129027,138379,17000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s065,10,19,181.980689,181.98069,111334,19000,false,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s013,10,19,146.486774,150.12301,249765,19000,false,false,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s012,10,17,156.33375,156.333749,104419,16000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s081,10,19,138.212324,138.212325,93166,18000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s080,10,18,184.675082,184.675082,97410,16000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s027,10,19,172.465313,172.465313,128109,20000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s026,10,17,183.784526,183.784526,76849,16000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s019,10,17,218.140902,218.140902,162709,19000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s018,10,18,133.044465,143.208068,122044,17000,false,false,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s050,10,16,179.965241,179.96524,94586,17000,true,true,,,
xc7s25 t10 e014 r0.1 R0.5 d10.0 D50.0 s051,10,17,181.64122,217.963287,187877,17000,false,false,,,
xc7s25 t10 e022 r0.1 R0.5 d10.0 D50.0 s034,10,24,177.122067,177.122066,82831,17000,false,true,,,
xc7s25 t10 e022 r0.1 R0.5 d10.0 D50.0 s035,10,25,187.849017,187.849018,158105,21000,true,true,,,
xc7s25 t10 e022 r0.1 R0.5 d10.0 D50.0 s043,10,24,241.475788,241.475789,158154,22000,true,true,,,
xc7s25 t10 e022 r0.1 R0.5 d10.0 D50.0 s042,10,24,291.347422,291.347422,135088,22000,true,true,,,
xc7s25 t10 e022 r0.1 R0.5 d10.0 D50.0 s098,10,25,194.443034,194.443035,150187,24000,true,true,,,
xc7s25 t10 e022 r0.1 R0.5 d10.0 D50.0 s099,10,24,218.443841,218.44384,189134,21000,true,true,,,
xc7s25 t10 e022 r0.1 R0.5 d10.0 D50.0 s077,10,24,177.089224,177.089223,99059,19000,false,true,,,
xc7s25 t10 e022 r0.1 R0.5 d10.0 D50.0 s076,10,25,207.245499,207.245499,111870,21000,false,true,,,
xc7s25 t10 e022 r0.1 R0.5 d10.0 D50.0 s001,10,25,206.117016,206.117016,156951,19000,true,true,,,
xc7s25 t10 e022 r0.1 R0.5 d10.0 D50.0 s092,10,24,183.614964,183.614963,87177,19000,false,true,,,
xc7s25 t10 e022 r0.1 R0.5 d10.0 D50.0 s093,10,25,233.14019,233.14019,128394,17000,true,true,,,
xc7s25 t10 e022 r0.1 R0.5 d10.0 D50.0 s049,10,24,253.885107,253.885107,127966,20000,true,true,,,
xc7s25 t10 e022 r0.1 R0.5 d10.0 D50.0 s048,10,25,209.238688,209.238688,196991,21000,true,true,,,
xc7s25 t10 e022 r0.1 R0.5 d10.0 D50.0 s023,10,25,215.856428,215.856427,62624,18000,false,true,,,
xc7s25 t10 e022 r0.1 R0.5 d10.0 D50.0 s022,10,25,274.638624,274.638623,127107,22000,false,true,,,
xc7s25 t10 e022 r0.1 R0.5 d10.0 D50.0 s054,10,25,202.245671,368.452014,42813,21000,false,false,,,
xc7s25 t10 e022 r0.1 R0.5 d10.0 D50.0 s055,10,26,211.900436,211.900437,60251,18000,true,true,,,
xc7s25 t10 e022 r0.1 R0.5 d10.0 D50.0 s060,10,24,283.71828,283.718279,96184,21000,true,true,,,
xc7s25 t10 e022 r0.1 R0.5 d10.0 D50.0 s061,10,25,232.699658,232.699658,179160,21000,false,true,,,
xc7s25 t10 e022 r0.1 R0.5 d10.0 D50.0 s029,10,24,167.01401,167.01401,72384,19000,true,true,,,
xc7s25 t10 e022 r0.1 R0.5 d10.0 D50.0 s028,10,24,223.858172,223.85817,70356,20000,true,true,,,
xc7s25 t10 e022 r0.1 R0.5 d10.0 D50.0 s085,10,24,148.311127,148.311127,78353,17000,true,true,,,
xc7s25 t10 e022 r0.1 R0.5 d10.0 D50.0 s084,10,24,268.096177,268.096177,85839,20000,true,true,,,
xc7s25 t10 e022 r0.1 R0.5 d10.0 D50.0 s017,10,24,203.151731,203.151731,168547,19000,true,true,,,
