NAME,T,E,MMIP,Mheft-nf,UMIP,Uheft-nf,S,M,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s016,12,20,139.016804,139.016804,9444443,44000,true,true,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s024,12,19,166.05307,183.440192,14312412,45000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s025,12,20,145.993867,199.40178,128365909,49000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s088,12,21,144.534383,166.554328,215116,43000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s089,12,20,186.340913,210.984714,3776901,46000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s053,12,19,154.998147,223.315137,1191961,50000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s052,12,19,166.166904,217.888001,2195106,43000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s067,12,18,195.609987,241.560632,2943279,49000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s066,12,20,140.714389,204.104479,2842432,47000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s059,12,19,147.556602,177.008114,2436192,48000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s058,12,17,132.787381,143.58376,630830,50000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s010,12,20,141.989594,190.956045,5012351,47000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s011,12,21,141.222348,160.762401,1300249,44000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s082,12,18,164.424007,216.295781,838365,49000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s083,12,21,184.351092,269.675842,3605350,49000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s033,12,19,168.289674,224.474742,1410148,44000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s032,12,21,170.741189,222.734515,28991237,46000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s044,12,20,170.291225,227.524409,16949683,48000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s045,12,20,168.674705,191.132689,42705678,45000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s039,12,20,163.37944,182.606712,36508191,47000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s038,12,20,202.471145,217.842512,3053175,44000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s070,12,21,125.941288,150.514284,448553,44000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s071,12,18,184.749543,232.946354,5962533,46000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s095,12,17,206.89689,217.792208,5561035,49000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s094,12,19,129.721572,180.25031,7140213,49000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s007,12,19,150.616856,183.814824,4393382,44000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s006,12,19,164.445643,257.770936,2160115,49000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s063,12,21,170.336606,171.755287,5018649,46000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s062,12,19,207.657263,253.290936,2993244,49000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s086,12,18,161.020768,233.72961,988723,45000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s087,12,19,175.299365,206.481095,1665031,49000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s014,12,20,165.484974,193.989478,2487543,48000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s015,12,20,155.591823,159.486388,6291211,44000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s020,12,21,164.359013,184.246725,8259319,44000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s021,12,21,153.569759,183.440391,10329873,47000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s069,12,19,113.222499,148.404219,16620323,44000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s068,12,19,151.20375,175.851787,19337958,44000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s057,12,18,126.03105,142.244442,2654191,45000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s056,12,19,153.072512,192.697193,855819,49000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s074,12,20,117.545347,154.300909,1720099,48000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s075,12,19,170.44986,215.621577,742325,44000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s003,12,20,168.366304,170.715584,30387908,44000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s002,12,19,183.412641,183.412641,714041,44000,false,true,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s091,12,19,215.146982,215.146982,1958090,48000,true,true,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s090,12,20,187.545721,228.256868,1054744,49000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s037,12,20,147.604615,187.839515,1316501,50000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s036,12,21,153.878987,195.37433,4167706,48000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s040,12,20,136.075449,148.680953,1510314,44000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s041,12,21,190.854807,239.183272,5971717,50000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s100,12,21,141.766156,176.425445,10004706,49000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s009,12,19,171.723009,196.188431,12645762,49000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s008,12,19,177.105928,208.791213,3203417,43000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s073,12,20,130.833867,205.895905,1023936,47000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s072,12,20,180.560164,187.893321,6976580,48000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s096,12,19,149.801735,174.265213,678757,44000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s097,12,21,136.003618,157.690929,14390177,47000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s004,12,20,206.180517,245.317712,18449458,45000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s005,12,21,170.383487,233.399211,4820994,45000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s079,12,19,139.367735,210.641227,1233982,49000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s078,12,19,127.312979,164.965605,1789184,49000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s030,12,19,171.951633,187.995683,3435115,48000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s031,12,19,179.434295,274.415012,2345724,48000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s047,12,18,178.189896,206.287472,1868763,44000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s046,12,19,187.509735,205.164799,36794842,46000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s064,12,20,124.200952,124.200952,1967615,48000,true,true,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s065,12,20,183.838555,244.960325,4202513,49000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s013,12,19,161.634003,203.739955,2800930,45000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s012,12,19,145.930281,220.505424,1151136,45000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s081,12,18,207.97848,227.07767,11592699,44000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s080,12,20,184.679882,220.500746,3188732,48000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s027,12,21,145.043474,183.798642,3803450,44000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s026,12,19,186.548983,237.903761,2083492,50000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s019,12,19,190.870574,242.25535,7015883,44000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s018,12,18,179.47454,202.476515,1360106,46000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s050,12,18,178.71053,226.536248,4216513,44000,false,false,,,
xc7s25 t12 e013 r0.1 R0.5 d10.0 D50.0 s051,12,20,106.640927,110.281998,1278243,48000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s034,12,21,156.206701,197.13186,2479195,49000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s035,12,19,179.744695,190.955129,974044,44000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s043,12,22,140.097648,184.573551,4017279,48000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s042,12,18,225.45562,267.4331,486891,48000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s098,12,19,154.654807,220.93439,995388,48000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s099,12,20,168.552009,231.870512,1072839,43000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s077,12,19,139.307832,168.765967,1222424,49000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s076,12,20,149.608974,171.884465,8213756,44000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s001,12,19,205.403726,228.326275,764059,44000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s092,12,19,166.663451,219.982746,3705068,47000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s093,12,19,192.578504,200.217281,3571196,44000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s049,12,20,203.937379,245.763385,1002162,44000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s048,12,21,147.495481,205.699134,1305214,48000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s023,12,19,180.970054,266.711185,5275773,48000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s022,12,23,189.736649,189.736649,1635538,48000,true,true,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s054,12,20,154.655372,189.57667,408849,44000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s055,12,19,191.47889,200.576254,641736,44000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s060,12,21,179.953597,215.301886,405409,50000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s061,12,18,187.862237,283.976501,681290,46000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s029,12,22,137.32293,169.856021,67260496,46000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s028,12,19,158.146184,197.140333,855614,44000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s085,12,19,130.965771,162.264222,13066228,44000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s084,12,21,212.947322,255.354048,6647408,47000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s017,12,22,160.250189,244.271701,4472501,48000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s016,12,21,139.016804,139.016804,5818456,49000,true,true,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s024,12,19,180.6981,183.440192,1796809,46000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s025,12,21,145.993867,183.75628,101816678,44000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s088,12,21,150.673845,182.004367,384953,49000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s089,12,21,194.265067,239.286319,5784966,47000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s053,12,20,154.998147,223.315137,881391,44000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s052,12,19,166.166904,185.019517,1171031,45000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s067,12,19,195.609987,241.560632,756892,44000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s066,12,20,140.714389,204.104479,2463634,45000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s059,12,19,152.644468,157.317904,1052536,47000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s058,12,18,132.787381,143.58376,417984,45000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s010,12,21,141.989594,190.956045,2767568,49000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s011,12,21,142.811871,183.591223,1313481,48000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s082,12,19,164.424007,216.295781,712321,44000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s083,12,22,194.225479,269.675842,9639833,46000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s033,12,20,168.289674,224.474742,1731654,43000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s032,12,22,170.741189,228.009929,12145208,44000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s044,12,20,170.291225,227.524409,4444889,45000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s045,12,20,168.674705,232.482691,6098608,44000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s039,12,20,164.097911,182.606712,3489581,45000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s038,12,20,202.471145,217.842512,2594539,47000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s070,12,22,125.941288,125.941288,313373,43000,true,true,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s071,12,19,189.928509,212.897783,4957991,49000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s095,12,17,238.827843,249.683162,3747033,49000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s094,12,20,129.721572,180.25031,6787443,45000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s007,12,20,150.616856,183.814824,1650563,48000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s006,12,20,164.445643,225.391112,1014989,44000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s063,12,22,170.336606,171.755287,4146918,46000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s062,12,20,207.657263,253.290936,2553648,49000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s086,12,19,177.390809,233.72961,1585100,45000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s087,12,19,179.662194,206.481095,1421221,42000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s014,12,21,165.484974,193.989478,3161108,47000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s015,12,21,155.591823,159.486388,2758648,43000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s020,12,22,164.359013,184.246725,3146515,49000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s021,12,22,153.569759,183.440391,9181943,46000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s069,12,20,113.222499,137.92936,9493295,48000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s068,12,19,171.560702,204.945729,833788,50000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s057,12,19,134.070484,142.244442,5061362,48000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s056,12,20,153.072512,192.697193,680000,45000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s074,12,20,127.306292,154.676352,2045539,48000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s075,12,20,170.44986,215.621577,645493,48000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s003,12,20,173.083796,205.696272,854467,47000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s002,12,20,183.412641,183.412641,850645,44000,false,true,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s091,12,20,215.146982,215.146982,1464083,50000,true,true,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s090,12,21,187.545721,228.256868,923958,49000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s037,12,20,147.604615,179.466844,1099240,44000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s036,12,22,153.878987,195.37433,3391516,43000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s040,12,21,144.742647,148.680953,5026713,50000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s041,12,21,190.854807,240.209547,4101472,48000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s100,12,21,141.766156,176.425445,5357392,46000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s009,12,20,171.723009,196.188431,8025606,44000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s008,12,20,177.105928,208.791213,1783475,45000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s073,12,21,130.833867,205.895905,839171,44000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s072,12,21,180.560164,187.893321,6791698,48000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s096,12,20,149.801735,180.966092,354895,43000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s097,12,21,136.003618,169.405207,5435156,46000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s004,12,21,206.180517,245.317712,10932034,45000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s005,12,22,170.383487,233.399211,2924250,49000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s079,12,20,158.492676,229.81649,2008121,48000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s078,12,19,127.312979,143.736733,1686656,48000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s030,12,20,171.951633,187.995683,1440500,45000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s031,12,20,191.285155,274.415012,1554550,50000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s047,12,19,178.189896,206.287472,1605789,49000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s046,12,20,187.509735,205.164799,23054048,48000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s064,12,20,124.200952,124.200952,1612572,48000,true,true,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s065,12,21,183.838555,244.960325,3502347,45000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s013,12,20,161.634003,203.739955,1825577,49000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s012,12,19,153.895882,220.505424,1936497,48000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s081,12,19,207.97848,226.302812,5404670,48000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s080,12,20,195.493731,238.734221,4660935,44000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s027,12,22,145.416734,183.798642,4021488,45000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s026,12,19,186.548983,237.903761,1976027,48000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s019,12,19,190.870574,242.25535,4046671,51000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s018,12,19,179.47454,202.476515,1371644,50000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s050,12,19,178.71053,226.536248,3396230,44000,false,false,,,
xc7s25 t12 e014 r0.1 R0.5 d10.0 D50.0 s051,12,21,106.640927,110.281998,924760,49000,false,false,,,
xc7s25 t12 e022 r0.1 R0.5 d10.0 D50.0 s034,12,26,220.920789,277.073573,1127855,46000,false,false,,,
xc7s25 t12 e022 r0.1 R0.5 d10.0 D50.0 s035,12,26,179.744695,191.723038,510408,50000,false,false,,,
xc7s25 t12 e022 r0.1 R0.5 d10.0 D50.0 s043,12,26,187.898352,208.437953,1831441,46000,false,false,,,
xc7s25 t12 e022 r0.1 R0.5 d10.0 D50.0 s042,12,25,229.336146,305.478524,1867318,48000,false,false,,,
xc7s25 t12 e022 r0.1 R0.5 d10.0 D50.0 s098,12,25,220.93439,220.93439,2320064,52000,true,true,,,
xc7s25 t12 e022 r0.1 R0.5 d10.0 D50.0 s099,12,25,248.850111,293.242738,1387067,45000,false,false,,,
xc7s25 t12 e022 r0.1 R0.5 d10.0 D50.0 s077,12,27,144.523605,156.016598,4249285,50000,false,false,,,
xc7s25 t12 e022 r0.1 R0.5 d10.0 D50.0 s076,12,25,186.268979,186.268979,597848,46000,true,true,,,
xc7s25 t12 e022 r0.1 R0.5 d10.0 D50.0 s001,12,26,205.403726,259.26295,493438,46000,false,false,,,
xc7s25 t12 e022 r0.1 R0.5 d10.0 D50.0 s092,12,25,222.149768,265.559044,5592370,50000,false,false,,,
xc7s25 t12 e022 r0.1 R0.5 d10.0 D50.0 s093,12,25,200.217281,200.217281,531362,49000,true,true,,,
xc7s25 t12 e022 r0.1 R0.5 d10.0 D50.0 s049,12,26,247.378305,302.032705,2483452,49000,false,false,,,
xc7s25 t12 e022 r0.1 R0.5 d10.0 D50.0 s048,12,27,188.203198,235.537726,1739405,45000,false,false,,,
xc7s25 t12 e022 r0.1 R0.5 d10.0 D50.0 s023,12,25,258.624999,270.223624,3205236,49000,false,false,,,
xc7s25 t12 e022 r0.1 R0.5 d10.0 D50.0 s022,12,27,193.800484,244.960699,542943,45000,false,false,,,
xc7s25 t12 e022 r0.1 R0.5 d10.0 D50.0 s054,12,27,161.628196,184.136551,613246,49000,false,false,,,
xc7s25 t12 e022 r0.1 R0.5 d10.0 D50.0 s055,12,25,267.898106,298.826554,1271407,44000,false,false,,,
xc7s25 t12 e022 r0.1 R0.5 d10.0 D50.0 s060,12,27,209.450403,248.949899,822261,49000,false,false,,,
xc7s25 t12 e022 r0.1 R0.5 d10.0 D50.0 s061,12,25,259.671174,298.286676,2726632,46000,false,false,,,
xc7s25 t12 e022 r0.1 R0.5 d10.0 D50.0 s029,12,28,148.546899,191.705138,2411355,49000,false,false,,,
xc7s25 t12 e022 r0.1 R0.5 d10.0 D50.0 s028,12,26,221.279172,230.782037,666724,49000,false,false,,,
